@relation 'textClassifier-weka.filters.unsupervised.attribute.Remove-R2-770,780-795'

@attribute class {EGY,GLF,LAV,MSA,NOR}
@attribute pureMSA numeric
@attribute pureEGY numeric
@attribute pureGLF numeric
@attribute pureLAV numeric
@attribute pureNOR numeric
@attribute MSAEGY numeric
@attribute MSAGLF numeric
@attribute MSALAV numeric
@attribute MSANOR numeric

@data
MSA,4,0,0,0,0,26,24,24,22
MSA,5,0,0,0,0,37,36,32,31
MSA,7,0,0,0,0,99,88,92,81
MSA,5,0,0,0,0,47,47,47,44
MSA,17,0,0,0,0,85,83,85,83
MSA,3,0,0,0,0,51,49,50,50
MSA,2,0,0,0,0,17,17,18,18
MSA,38,0,0,0,0,248,232,226,217
MSA,17,0,0,0,0,89,86,90,83
MSA,13,0,0,0,0,53,54,55,49
MSA,7,0,0,0,0,46,43,43,39
MSA,19,0,0,0,0,164,160,158,148
MSA,3,0,0,0,0,29,28,30,26
MSA,3,0,0,0,0,21,21,22,19
MSA,3,0,0,0,0,19,19,18,18
MSA,7,0,0,0,0,32,31,29,29
MSA,6,0,0,0,0,38,33,37,38
MSA,1,0,0,0,0,21,20,20,20
MSA,3,0,0,0,0,49,46,45,45
MSA,27,0,0,0,0,135,136,132,126
MSA,6,0,0,0,0,62,60,64,55
MSA,3,0,0,0,0,29,29,30,25
MSA,10,0,0,0,0,85,79,80,85
MSA,7,0,0,0,0,46,44,43,40
MSA,5,0,0,0,0,32,29,34,28
MSA,2,0,0,0,0,22,19,19,21
MSA,15,0,0,0,0,108,111,105,105
MSA,5,0,0,0,0,19,17,19,17
MSA,6,0,0,0,0,35,35,37,29
MSA,5,0,0,0,0,42,40,43,40
MSA,18,1,0,1,1,97,83,97,83
MSA,4,0,0,0,0,16,15,17,11
MSA,25,0,0,0,0,85,79,81,73
MSA,8,0,1,1,0,37,34,36,32
MSA,20,0,0,0,0,86,84,85,78
MSA,8,0,0,0,0,52,50,49,49
MSA,5,0,0,0,0,18,16,18,16
MSA,19,0,0,0,0,97,94,113,94
MSA,5,0,0,0,0,20,19,19,14
MSA,1,0,0,0,0,17,17,17,17
MSA,7,0,0,0,0,24,19,22,20
MSA,2,0,0,0,0,27,29,25,25
NOR,3,5,5,5,14,26,24,27,28
NOR,8,41,30,27,91,158,159,156,176
NOR,1,8,2,3,20,21,22,19,23
NOR,0,7,2,6,21,16,13,16,18
NOR,0,3,2,3,11,9,8,8,9
NOR,0,4,4,5,15,4,4,4,5
NOR,0,3,2,2,8,18,15,14,18
NOR,1,21,12,13,43,59,52,56,60
NOR,0,6,5,8,22,30,29,31,33
NOR,2,6,5,7,33,39,39,39,42
NOR,1,0,0,2,9,19,19,17,20
NOR,0,14,13,12,39,56,48,49,59
NOR,2,5,3,7,25,58,58,60,62
NOR,0,4,6,4,12,11,13,16,18
NOR,1,8,8,8,22,19,19,19,20
NOR,5,12,10,7,37,55,55,55,56
NOR,0,4,1,2,13,21,19,20,22
NOR,2,10,13,11,48,43,45,44,47
NOR,0,6,3,3,12,19,17,16,20
NOR,0,5,3,5,15,10,8,9,12
NOR,1,7,9,8,17,24,21,22,25
NOR,0,1,2,2,8,20,18,20,20
NOR,0,5,5,5,13,12,12,11,13
NOR,1,1,1,3,6,23,24,25,27
NOR,0,3,7,8,15,10,8,10,12
NOR,4,34,33,39,116,179,177,175,198
NOR,2,10,8,4,21,30,30,29,30
NOR,1,3,2,3,12,22,22,22,23
NOR,0,3,3,2,9,26,25,22,26
NOR,2,5,5,1,11,11,11,11,12
NOR,0,5,4,4,14,23,20,23,26
NOR,0,9,10,7,26,12,10,10,13
NOR,1,11,12,7,26,35,39,35,43
NOR,1,1,1,1,8,17,17,16,18
NOR,0,22,21,21,65,70,67,68,77
NOR,1,7,8,7,27,22,18,21,22
NOR,1,7,6,5,16,14,16,14,15
NOR,2,6,9,11,36,40,42,38,46
NOR,3,12,12,10,41,97,93,92,100
NOR,0,8,10,11,19,22,22,22,22
NOR,0,13,12,11,44,44,43,44,47
NOR,0,19,18,20,54,94,91,91,99
NOR,0,12,6,10,22,39,38,38,44
NOR,0,15,8,6,38,65,64,65,75
NOR,1,5,3,6,12,12,11,13,13
NOR,0,2,1,1,15,26,25,25,26
NOR,1,4,2,2,15,19,16,17,19
NOR,0,6,6,6,27,24,26,26,27
NOR,0,4,5,5,20,14,12,11,16
NOR,1,1,4,5,12,29,29,29,29
NOR,3,2,6,2,12,15,15,16,17
NOR,0,4,5,7,17,29,27,27,30
NOR,0,3,2,5,13,23,23,23,24
NOR,1,0,0,0,7,24,24,24,26
NOR,2,15,8,11,29,46,41,43,47
NOR,1,13,9,12,41,26,29,26,29
NOR,3,23,15,14,44,50,52,50,55
NOR,1,4,2,4,13,15,13,15,15
NOR,0,5,3,4,11,18,19,18,19
NOR,0,2,1,2,8,14,13,14,14
NOR,0,9,9,8,21,24,24,25,25
NOR,1,15,16,11,52,37,35,37,45
NOR,0,5,2,4,13,29,30,30,30
NOR,0,4,4,5,18,22,20,21,23
NOR,0,3,4,6,20,24,24,24,25
NOR,0,1,1,1,9,13,13,13,14
NOR,0,6,5,4,15,26,23,22,26
NOR,0,12,11,10,29,26,25,26,26
NOR,2,7,8,7,16,51,50,51,55
NOR,0,3,2,4,13,13,12,12,13
NOR,0,6,10,4,25,30,31,31,31
NOR,0,2,3,2,9,21,19,22,23
NOR,0,6,3,4,8,15,17,17,18
NOR,1,9,5,6,19,31,32,31,35
NOR,0,4,3,3,13,16,15,15,17
NOR,0,5,5,8,22,25,24,23,24
NOR,3,12,7,11,29,55,54,52,57
NOR,0,5,5,3,13,8,7,6,8
NOR,0,4,3,5,19,19,20,20,21
NOR,1,12,11,13,31,36,36,37,39
NOR,0,3,1,2,5,14,13,12,17
NOR,1,21,12,12,57,78,84,79,88
NOR,0,4,5,4,12,9,11,11,11
NOR,0,11,6,9,21,23,21,19,23
NOR,0,13,13,20,44,69,67,69,74
NOR,3,8,8,7,26,20,20,20,20
NOR,0,3,1,3,12,15,15,15,16
NOR,1,11,6,8,24,21,19,23,24
NOR,2,14,11,12,51,36,35,34,39
NOR,0,16,14,14,45,78,81,82,86
NOR,0,10,6,11,23,18,18,18,21
NOR,0,7,7,7,34,24,24,23,26
NOR,0,5,4,4,10,27,27,25,27
NOR,0,11,10,9,41,86,84,86,94
NOR,0,6,6,9,22,26,25,25,27
NOR,1,5,5,4,22,19,19,19,21
NOR,0,7,8,8,26,24,23,25,25
NOR,0,2,3,3,10,21,21,21,21
NOR,1,5,4,2,20,21,21,23,27
NOR,0,6,5,7,20,29,26,29,30
NOR,0,6,5,5,17,36,38,39,39
NOR,1,6,8,6,20,35,33,33,36
NOR,2,10,6,11,50,59,52,56,60
NOR,0,3,3,5,17,29,30,27,32
NOR,0,2,2,3,11,9,9,8,9
NOR,0,3,5,5,18,16,17,19,20
NOR,0,3,4,4,14,22,21,23,25
NOR,1,4,6,0,12,16,15,15,18
NOR,0,6,3,5,18,35,35,36,37
NOR,0,6,5,4,13,12,13,13,13
NOR,0,5,1,3,11,15,14,13,15
NOR,0,3,2,2,4,11,11,12,13
NOR,1,11,9,10,33,42,43,43,45
NOR,0,12,8,0,27,32,32,33,34
NOR,0,5,4,2,14,23,22,23,25
NOR,0,7,3,10,31,31,30,29,32
NOR,1,10,7,14,28,40,38,39,42
NOR,8,37,35,26,71,135,131,131,140
NOR,1,7,7,6,17,22,22,24,25
NOR,0,11,12,8,36,32,32,31,33
NOR,1,3,1,1,11,24,24,24,26
NOR,0,9,7,6,28,4,4,4,6
NOR,4,23,28,19,84,72,72,70,80
NOR,0,1,2,3,14,22,22,23,25
NOR,0,3,1,4,9,10,6,7,11
NOR,0,2,1,3,6,14,14,16,16
NOR,0,9,7,6,11,14,14,12,17
NOR,0,7,5,8,29,49,48,48,49
NOR,0,4,3,3,9,15,15,14,15
NOR,1,5,3,4,19,31,34,33,35
NOR,4,17,12,14,48,79,79,81,85
NOR,2,35,34,31,113,108,106,108,123
NOR,1,3,3,1,10,19,20,20,20
NOR,0,4,5,4,6,16,15,16,18
NOR,4,8,8,11,35,39,38,37,41
NOR,0,9,9,10,33,75,75,75,80
NOR,2,3,5,4,11,33,31,29,33
NOR,2,3,3,3,10,25,25,24,27
NOR,3,6,6,5,15,9,9,8,10
NOR,1,8,11,8,36,26,24,21,28
NOR,0,4,2,2,14,9,9,9,10
NOR,0,3,5,4,14,11,10,11,12
NOR,0,1,2,1,4,15,12,16,16
NOR,0,2,0,0,6,17,16,16,17
NOR,1,5,8,2,23,20,21,21,22
NOR,0,1,2,3,12,10,8,10,10
NOR,0,5,7,7,30,33,32,31,34
NOR,1,2,1,2,8,13,13,12,14
NOR,0,6,8,6,21,23,24,23,26
NOR,0,10,5,6,26,12,12,12,15
NOR,0,1,0,1,6,13,13,13,13
NOR,1,5,7,3,22,22,21,22,23
NOR,4,14,14,12,45,39,38,39,42
NOR,0,8,6,7,36,31,32,34,41
NOR,2,15,14,13,58,50,49,47,53
NOR,0,7,5,5,19,29,32,26,33
NOR,1,5,6,4,17,24,23,21,25
NOR,0,3,1,2,10,15,19,17,20
NOR,0,8,6,7,17,26,26,27,28
NOR,1,3,3,3,13,9,9,9,9
NOR,2,9,13,9,30,51,49,50,54
NOR,1,3,3,5,12,13,13,13,13
NOR,1,4,4,3,26,20,18,21,21
NOR,0,3,4,5,22,20,20,20,22
NOR,5,18,16,21,55,43,43,43,46
NOR,0,8,7,8,15,25,23,23,26
NOR,3,3,5,4,19,29,30,30,32
NOR,0,7,8,11,28,19,22,20,23
NOR,1,11,8,10,44,46,45,46,49
NOR,0,5,3,3,19,9,9,8,9
NOR,0,4,4,7,12,11,11,9,11
NOR,0,3,3,3,9,13,14,14,14
NOR,0,7,5,1,19,31,31,31,31
NOR,0,2,2,1,8,15,12,13,15
NOR,0,9,10,9,25,19,20,21,24
NOR,1,12,12,13,41,47,40,47,51
NOR,0,5,5,5,13,15,15,15,15
NOR,1,28,18,20,62,105,98,102,110
NOR,0,3,1,2,15,10,11,11,12
NOR,4,54,43,36,118,254,244,237,267
NOR,1,2,3,1,7,34,34,36,36
NOR,3,7,11,6,35,38,39,39,43
NOR,4,16,15,12,35,91,91,93,97
NOR,0,3,7,7,14,15,14,14,15
NOR,0,12,15,10,29,51,49,52,53
NOR,0,7,5,7,10,11,11,10,11
NOR,0,3,1,3,7,12,12,12,13
NOR,0,2,2,2,9,15,16,15,16
NOR,0,5,2,1,11,11,12,11,14
NOR,1,3,4,2,9,9,10,10,10
NOR,3,9,9,10,37,76,75,78,83
NOR,0,4,6,5,14,25,24,24,29
NOR,0,3,3,5,11,12,13,12,13
NOR,0,4,4,4,20,22,22,22,24
NOR,1,4,3,5,11,17,19,18,19
NOR,4,20,19,19,49,64,63,64,67
NOR,1,11,9,17,51,70,70,74,75
NOR,0,5,2,5,9,15,15,16,16
NOR,1,10,7,8,18,36,38,34,39
NOR,1,3,3,2,6,20,18,20,20
NOR,6,23,23,26,81,54,55,55,57
NOR,2,5,4,6,9,21,20,20,23
NOR,1,4,5,5,8,17,18,18,18
NOR,1,7,5,4,25,59,55,58,60
NOR,1,10,10,9,19,22,21,22,22
NOR,4,3,4,7,17,69,70,67,72
NOR,1,2,2,2,12,9,7,9,10
NOR,0,2,1,3,9,24,23,24,27
NOR,0,4,3,6,11,10,10,9,10
NOR,0,5,5,4,17,8,8,8,9
NOR,0,3,3,1,10,18,19,20,21
NOR,0,22,19,19,68,85,83,84,89
NOR,1,8,6,7,28,36,36,37,38
NOR,2,6,5,6,24,20,20,21,22
NOR,0,6,5,5,18,18,18,19,22
NOR,1,11,8,11,34,44,42,43,44
NOR,0,4,3,5,14,28,28,26,30
NOR,0,7,6,6,18,33,33,32,34
NOR,0,3,2,2,6,17,20,20,20
NOR,1,5,5,5,21,25,26,28,30
NOR,1,7,5,9,20,40,42,40,44
NOR,0,2,3,5,13,16,17,17,19
NOR,1,12,9,11,36,36,36,39,41
NOR,0,4,6,5,10,7,8,7,9
NOR,0,2,0,2,7,13,12,12,13
NOR,1,3,2,8,23,28,25,28,31
NOR,0,5,2,4,11,18,14,16,20
NOR,1,7,7,7,14,7,7,7,7
NOR,0,8,9,11,18,13,10,13,16
NOR,0,12,9,11,34,20,21,20,24
NOR,0,4,2,6,15,12,13,12,13
NOR,2,4,4,4,10,18,16,17,18
NOR,1,5,2,6,9,20,20,20,20
NOR,1,14,13,12,39,70,72,70,74
NOR,0,5,5,7,18,15,16,17,18
NOR,0,4,5,4,16,6,6,5,6
NOR,0,3,3,2,11,9,9,8,9
NOR,0,3,3,3,9,12,13,13,14
NOR,0,1,0,0,6,10,9,10,11
NOR,3,8,9,13,30,46,46,42,48
NOR,6,20,19,9,39,112,110,100,115
NOR,2,11,10,12,33,44,43,44,45
NOR,0,6,6,5,21,28,26,26,30
NOR,1,5,4,4,14,34,35,35,36
NOR,1,1,2,4,11,24,26,24,27
NOR,0,5,5,4,18,19,19,20,21
NOR,0,6,4,4,13,25,24,26,26
NOR,1,8,7,6,14,19,18,19,21
NOR,0,9,8,8,17,21,21,22,23
NOR,0,10,7,7,21,29,29,29,30
NOR,0,4,4,4,17,20,19,19,21
NOR,0,3,1,3,11,10,10,10,10
NOR,1,5,6,4,19,11,11,10,12
NOR,2,5,6,8,15,32,33,32,35
NOR,2,14,9,13,33,20,21,20,22
NOR,0,1,1,2,7,10,10,11,12
NOR,0,26,32,32,90,102,106,104,113
NOR,1,1,2,0,5,18,17,17,19
NOR,0,7,6,5,13,7,5,7,7
NOR,3,6,10,9,29,57,58,59,63
NOR,2,0,2,1,8,13,12,13,13
NOR,0,10,8,8,28,54,53,50,56
NOR,0,6,4,3,7,25,25,25,25
NOR,1,2,3,4,11,14,15,14,15
NOR,0,5,5,7,17,30,32,30,32
NOR,1,6,2,3,16,9,9,9,9
NOR,0,2,2,3,8,12,12,12,13
NOR,1,6,5,4,18,38,37,37,40
NOR,0,6,6,7,19,13,12,14,14
NOR,1,6,7,5,26,47,46,42,53
NOR,1,4,2,2,12,20,20,19,21
NOR,0,4,6,3,15,31,27,29,31
NOR,0,5,4,2,20,14,13,13,14
NOR,3,17,12,18,42,109,108,107,113
NOR,0,4,5,5,8,15,13,13,15
NOR,4,33,25,24,72,117,116,114,124
NOR,0,7,8,8,17,19,19,19,19
NOR,2,4,2,2,14,7,5,7,7
NOR,0,8,2,6,18,36,35,34,37
NOR,1,5,5,6,30,17,18,18,20
NOR,0,13,10,9,37,49,47,48,52
NOR,1,5,4,5,20,34,34,33,37
NOR,1,7,5,4,18,16,13,14,16
NOR,0,19,16,14,44,37,35,35,41
NOR,0,7,9,7,18,42,37,40,44
NOR,4,8,9,8,40,52,55,54,58
NOR,0,7,5,7,10,12,12,12,13
NOR,0,6,4,6,15,13,12,12,13
NOR,1,4,2,7,16,17,15,14,18
NOR,1,5,5,6,20,20,19,20,20
NOR,3,13,16,11,49,77,73,75,82
NOR,1,3,3,2,12,19,20,19,21
NOR,0,4,2,2,9,13,14,14,14
NOR,2,5,2,2,12,22,23,21,23
NOR,2,3,5,5,13,15,16,15,16
NOR,1,5,4,6,21,21,20,21,24
NOR,0,3,3,4,14,15,15,15,16
NOR,1,10,10,8,28,18,19,18,21
NOR,0,4,2,2,8,10,11,10,11
NOR,0,3,5,4,8,22,20,21,22
NOR,1,7,6,7,25,24,25,25,25
NOR,0,7,6,5,29,50,50,48,53
NOR,0,4,4,2,17,14,15,14,16
NOR,0,1,2,2,9,12,12,12,14
NOR,1,7,6,11,33,48,44,47,51
NOR,1,3,5,4,14,21,19,20,23
NOR,0,15,18,13,40,51,49,51,53
NOR,1,2,2,1,9,21,21,21,21
NOR,2,7,6,10,28,39,37,40,42
NOR,0,3,1,2,10,6,9,9,10
NOR,0,5,2,3,12,26,29,30,33
NOR,0,2,4,3,13,9,9,9,9
NOR,0,4,3,4,12,8,8,8,9
NOR,0,4,3,3,7,18,18,18,18
NOR,2,6,5,4,17,39,39,43,45
NOR,0,6,7,4,27,17,18,19,19
NOR,3,11,11,12,44,65,57,63,69
NOR,0,7,5,6,17,38,39,37,39
NOR,1,2,2,3,8,12,10,11,12
NOR,0,8,6,8,24,21,21,21,21
NOR,1,3,3,1,11,34,33,35,36
NOR,2,11,13,14,38,38,37,41,42
NOR,0,3,4,4,14,9,8,9,9
NOR,0,3,1,2,13,20,21,19,22
NOR,0,4,3,5,17,18,20,19,22
NOR,0,1,2,1,16,16,18,15,19
NOR,3,3,5,4,13,30,28,30,34
NOR,0,3,2,2,16,37,37,37,37
NOR,1,5,4,8,24,16,16,16,16
NOR,0,8,5,7,12,25,24,25,26
NOR,1,4,7,4,16,43,37,41,44
NOR,0,3,4,3,9,10,9,10,10
NOR,1,3,3,3,8,16,16,17,18
NOR,2,7,5,6,23,34,32,33,35
NOR,1,2,3,2,11,19,16,16,19
NOR,0,6,12,13,39,40,39,38,42
NOR,3,2,2,3,11,15,14,14,15
NOR,2,14,6,10,36,54,53,54,57
NOR,1,9,8,4,24,42,42,41,43
NOR,0,5,4,5,13,22,20,17,23
NOR,0,11,10,10,27,30,27,29,31
NOR,2,4,2,4,13,20,17,19,21
NOR,0,2,1,0,7,21,20,20,21
NOR,1,5,5,8,19,17,16,16,17
NOR,1,6,6,7,19,23,22,21,23
NOR,1,11,13,8,26,25,25,23,26
NOR,0,7,5,8,16,17,17,17,17
NOR,1,5,5,5,18,20,18,20,20
NOR,0,7,7,6,13,18,17,16,18
NOR,1,12,9,13,31,38,37,34,39
NOR,0,8,6,4,13,12,13,13,15
NOR,0,5,5,5,23,28,27,27,30
NOR,0,4,3,5,17,11,11,10,11
NOR,0,6,2,4,18,22,22,23,23
NOR,2,6,6,8,17,32,32,31,32
NOR,3,8,12,13,47,41,41,41,45
NOR,0,9,10,8,20,14,14,14,15
NOR,0,6,3,4,16,7,8,9,9
NOR,0,6,4,5,23,30,30,31,32
NOR,1,9,7,7,41,52,45,46,55
NOR,0,4,2,3,7,13,13,13,13
NOR,0,8,7,8,14,11,10,9,12
NOR,0,2,5,2,13,11,11,10,11
NOR,1,6,6,6,8,16,16,16,16
NOR,0,3,5,5,10,15,14,15,15
NOR,0,3,3,2,13,12,11,11,12
NOR,1,2,1,5,20,10,12,11,15
NOR,0,6,5,6,19,45,44,45,48
NOR,0,18,18,21,48,76,77,76,84
NOR,0,5,3,3,11,11,12,12,13
NOR,0,3,2,5,15,15,15,14,15
NOR,0,4,5,3,14,20,21,21,23
NOR,1,5,2,2,12,18,18,19,19
NOR,0,5,6,6,15,26,25,26,26
NOR,1,7,8,7,23,24,23,24,26
NOR,1,2,2,0,13,17,17,14,17
NOR,0,1,1,3,6,16,17,16,18
NOR,0,21,23,22,61,63,56,57,65
NOR,2,7,9,7,23,79,80,77,84
NOR,2,6,4,8,27,31,31,31,31
NOR,0,6,4,7,30,32,31,29,35
NOR,0,5,3,4,10,11,11,11,13
NOR,0,13,12,9,30,43,43,42,44
NOR,1,4,5,4,16,11,12,12,12
NOR,0,2,4,2,10,23,22,23,24
NOR,2,5,6,8,19,38,36,37,38
NOR,0,9,4,6,16,9,8,9,9
NOR,1,7,7,10,19,13,12,12,14
NOR,4,10,13,14,39,113,116,114,120
NOR,1,12,10,13,37,50,48,49,50
NOR,0,16,17,13,36,50,52,51,53
NOR,0,8,5,9,21,15,14,13,15
NOR,1,12,13,14,33,30,32,32,34
NOR,1,11,15,13,43,39,40,40,41
NOR,2,8,5,13,23,35,36,36,39
NOR,0,3,3,5,11,11,11,11,11
NOR,0,10,12,9,29,24,25,25,27
NOR,0,1,0,3,9,15,16,15,17
NOR,0,7,3,3,18,15,15,15,15
NOR,0,9,4,8,26,22,26,23,26
NOR,1,25,19,24,66,72,73,72,76
NOR,1,5,2,4,7,12,13,11,13
NOR,0,3,2,1,9,12,10,12,14
NOR,3,13,14,15,51,43,40,43,44
NOR,0,6,4,4,8,15,15,15,15
NOR,2,6,4,8,20,22,22,21,24
NOR,0,0,0,1,4,15,14,16,17
NOR,0,7,11,9,22,36,36,35,37
NOR,1,9,10,9,13,21,22,22,24
NOR,0,1,4,1,6,13,13,11,13
NOR,2,4,4,4,11,13,14,13,14
NOR,1,4,5,3,21,26,24,24,28
NOR,3,9,9,10,21,58,55,54,60
NOR,1,15,10,16,36,37,37,35,40
NOR,1,2,2,2,7,16,16,16,16
NOR,0,6,6,5,11,21,19,18,21
NOR,0,3,4,4,14,24,24,24,24
NOR,0,6,5,6,13,21,20,21,21
NOR,1,6,14,9,38,68,66,67,71
NOR,1,5,3,4,10,17,16,16,19
NOR,1,2,2,4,15,19,16,17,19
NOR,1,1,1,2,9,21,21,20,23
NOR,0,4,4,5,13,18,18,18,18
NOR,0,6,4,7,22,18,18,18,18
NOR,2,7,8,9,25,23,23,20,26
NOR,0,11,12,16,36,38,40,37,40
NOR,1,4,6,5,15,13,13,12,13
NOR,3,28,32,34,84,102,103,103,109
NOR,0,4,4,5,14,13,11,13,15
NOR,0,2,3,2,9,17,18,16,19
NOR,0,4,4,5,14,17,17,20,21
NOR,0,5,6,5,11,17,17,16,18
NOR,0,7,6,6,28,37,34,37,43
NOR,0,4,3,4,13,12,11,11,12
NOR,2,10,9,7,21,37,39,38,40
NOR,2,6,9,9,17,23,22,20,23
NOR,4,6,7,5,17,27,28,26,28
NOR,5,16,16,15,40,70,65,69,72
NOR,1,6,6,9,17,20,20,20,20
NOR,0,3,1,3,13,17,20,18,21
NOR,1,18,20,36,88,112,106,108,120
NOR,0,4,5,2,14,15,18,19,19
NOR,1,4,5,6,10,11,14,11,15
NOR,1,6,7,7,21,19,19,19,19
NOR,0,5,4,5,14,13,12,11,13
NOR,0,3,4,3,8,13,13,10,14
NOR,2,10,14,12,43,54,50,50,56
NOR,1,12,14,10,32,30,31,28,34
NOR,2,11,11,8,19,20,18,19,21
NOR,2,18,17,16,50,69,67,70,76
NOR,1,5,4,4,10,20,19,18,20
NOR,0,10,13,10,21,27,25,26,28
NOR,1,19,15,17,41,61,59,60,63
NOR,0,3,1,1,9,10,9,9,10
NOR,0,5,5,7,17,12,12,11,12
NOR,6,21,18,18,59,54,61,61,66
NOR,0,8,5,9,12,16,17,16,17
NOR,3,16,15,18,55,61,60,60,72
NOR,0,6,5,7,23,24,23,25,26
NOR,3,19,22,16,62,76,77,70,82
NOR,1,3,3,4,10,18,18,18,18
NOR,1,2,2,1,6,29,30,30,30
NOR,0,5,2,3,13,12,12,11,15
NOR,0,8,7,8,21,21,21,21,21
NOR,4,10,12,10,33,56,55,58,63
NOR,0,2,1,3,11,11,11,11,11
NOR,3,24,22,24,81,62,63,64,70
NOR,0,12,16,11,43,46,46,48,50
NOR,0,3,1,2,6,15,14,14,18
NOR,0,6,5,4,11,10,10,10,10
NOR,0,2,3,1,7,14,14,14,14
NOR,2,9,7,4,25,45,43,42,48
NOR,0,5,6,6,12,10,12,12,12
NOR,0,11,7,11,23,29,28,28,29
NOR,0,4,4,5,12,11,11,11,11
NOR,0,4,3,1,10,17,16,15,17
NOR,1,3,5,5,10,12,10,11,12
NOR,1,3,0,1,9,22,20,21,23
NOR,0,6,3,2,14,11,10,11,13
NOR,1,4,2,2,9,17,15,16,17
NOR,3,4,2,3,12,16,14,14,16
NOR,1,9,5,6,19,27,26,27,28
NOR,0,24,22,24,84,78,86,84,93
NOR,0,5,3,2,18,28,28,29,30
NOR,1,11,10,9,32,61,58,59,63
NOR,1,0,1,1,6,12,15,15,15
NOR,0,10,6,10,38,35,34,31,35
NOR,0,6,5,6,18,19,18,19,20
NOR,5,2,3,4,10,39,36,37,40
NOR,0,5,3,5,12,30,30,28,34
NOR,1,5,1,4,12,21,21,21,22
NOR,1,4,6,7,26,35,36,35,36
NOR,0,4,3,4,16,11,10,11,11
NOR,1,7,5,4,12,30,27,31,31
NOR,0,5,2,4,11,14,13,14,16
NOR,0,6,4,5,20,31,29,30,32
NOR,0,0,2,1,7,16,16,16,16
NOR,0,4,4,2,15,7,7,6,8
NOR,0,2,3,4,16,21,21,21,22
NOR,2,20,17,18,45,104,103,99,110
NOR,4,10,12,9,22,84,85,82,88
NOR,3,25,25,19,57,123,119,118,129
NOR,0,3,4,6,20,21,22,20,24
NOR,1,4,3,5,18,27,25,24,30
NOR,0,4,6,6,18,10,9,9,10
NOR,1,13,8,9,30,48,49,49,52
NOR,0,1,1,1,3,18,19,19,21
NOR,0,5,6,6,22,17,17,16,17
NOR,0,1,3,5,16,7,7,7,7
NOR,4,18,11,13,33,27,27,26,28
NOR,0,6,5,5,22,23,24,22,25
NOR,0,3,3,2,14,9,8,9,9
NOR,0,6,5,6,24,28,26,26,29
NOR,2,4,1,2,8,28,28,27,31
NOR,0,3,2,4,9,32,33,31,33
NOR,0,5,4,6,12,22,25,24,25
NOR,1,2,6,3,16,26,21,24,27
NOR,0,13,14,13,23,42,39,39,42
NOR,0,2,2,2,9,10,8,10,11
NOR,0,7,7,6,13,11,11,12,12
NOR,1,10,6,5,39,24,23,22,26
NOR,1,4,3,5,12,14,13,15,15
NOR,0,2,1,5,8,11,12,12,12
NOR,0,13,9,10,41,37,32,37,38
NOR,0,5,5,4,12,28,26,27,28
NOR,0,4,3,3,17,22,22,23,23
NOR,0,12,11,8,31,45,44,43,47
NOR,0,2,1,2,9,10,11,9,12
NOR,1,4,4,3,11,13,13,14,16
NOR,0,5,2,4,10,12,11,11,12
NOR,0,7,6,5,16,24,24,24,24
NOR,0,7,8,12,24,29,28,28,30
NOR,1,8,8,8,36,27,28,27,30
NOR,0,1,2,3,14,22,23,22,24
NOR,0,6,5,4,23,30,29,29,30
NOR,1,10,8,12,33,29,30,30,33
NOR,1,8,8,8,33,34,33,35,35
NOR,0,6,5,8,26,16,14,15,17
NOR,0,2,5,3,7,12,11,12,13
NOR,0,10,5,6,20,41,40,43,45
NOR,0,7,6,8,18,17,16,16,17
NOR,0,1,2,2,15,21,23,21,25
NOR,0,2,2,2,14,11,10,11,13
NOR,1,9,7,9,39,37,41,39,43
NOR,1,3,1,3,15,14,13,14,14
NOR,2,2,1,2,5,14,14,15,15
NOR,1,10,8,12,57,33,30,33,34
NOR,1,3,2,3,17,26,25,26,26
NOR,2,11,8,6,27,24,24,23,26
NOR,0,1,4,4,18,10,10,9,10
NOR,1,2,4,5,16,15,14,16,17
NOR,1,3,4,2,16,5,6,5,7
NOR,0,7,8,6,21,26,26,27,30
NOR,0,3,4,1,9,24,25,22,25
NOR,0,1,1,3,5,14,13,14,16
NOR,1,5,6,5,22,23,23,24,26
NOR,2,3,4,3,14,14,13,14,14
NOR,0,3,0,0,8,15,15,15,15
NOR,0,7,11,9,34,27,26,27,28
NOR,0,5,8,5,17,19,19,21,21
NOR,0,1,4,3,10,25,23,24,27
NOR,0,2,2,2,7,19,18,19,20
NOR,3,35,33,32,99,92,93,89,95
NOR,0,5,8,5,30,24,23,22,25
NOR,1,3,6,4,11,7,7,7,8
NOR,1,1,2,5,14,17,17,17,19
NOR,2,9,6,7,17,22,21,22,23
NOR,0,8,8,7,24,12,11,12,12
NOR,0,4,7,6,21,24,24,25,26
NOR,0,3,3,3,12,11,9,13,13
NOR,0,5,4,3,8,19,19,18,20
NOR,0,5,6,5,16,12,12,12,14
NOR,1,4,5,3,10,16,14,13,17
NOR,1,8,4,11,30,26,26,28,29
NOR,0,5,2,3,7,13,11,12,14
NOR,3,6,6,7,18,28,28,28,28
NOR,1,4,6,6,24,36,35,35,38
NOR,3,10,6,7,23,42,38,45,45
NOR,0,4,5,4,14,15,13,12,15
NOR,0,1,2,3,12,7,8,9,9
NOR,1,11,13,15,46,45,43,45,47
NOR,1,7,8,7,18,22,20,21,23
NOR,0,4,6,4,11,11,9,10,11
NOR,0,5,3,6,12,11,10,10,11
NOR,0,1,0,0,6,11,13,12,15
