@relation 'textClassifier-weka.filters.unsupervised.attribute.Remove-R2-24,31-37,39-49'

@attribute class {EGY,GLF,LAV,MSA,NOR}
@attribute readability numeric
@attribute pureMSA numeric
@attribute pureEGY numeric
@attribute pureGLF numeric
@attribute pureLAV numeric
@attribute pureNOR numeric
@attribute Conjunctions numeric
@attribute typeTokenRatio numeric

@data
MSA,94.153977,1,1,0,1,0,0,1
MSA,84.481403,1,0,0,0,0,0,1
MSA,98.990264,0,0,0,1,0,0,1
MSA,113.499124,0,0,0,1,0,0,0.8
MSA,89.944547,0,0,0,0,0,0,0.333333
MSA,-17.856906,0,0,0,0,0,0,1
MSA,103.869245,1,0,0,0,1,0,1
MSA,108.035981,1,0,0,1,1,0,1
MSA,74.008328,1,0,0,2,1,0,1
MSA,55.516643,1,1,2,0,0,0,1
MSA,74.885098,1,0,2,3,0,1,0.730769
MSA,73.973438,3,0,0,3,0,0,0.884615
MSA,91.582509,1,0,1,3,0,0,0.928571
MSA,107.472679,2,0,0,4,0,0,1
MSA,98.593498,0,2,1,1,0,0,0.956522
MSA,89.944547,1,0,0,0,0,0,0.333333
MSA,123.149377,0,0,2,0,0,1,0.875
MSA,57.033513,13,0,3,2,5,7,0.8
MSA,142.322773,0,0,0,0,0,0,1
MSA,106.416284,0,1,0,0,0,2,0.947368
MSA,133.569039,1,0,1,1,0,2,0.477273
MSA,79.687811,0,0,1,0,0,0,1
MSA,90.051283,0,0,0,0,0,0,1
MSA,141.322654,0,0,0,0,0,0,1
MSA,109.080742,0,0,0,0,0,0,1
MSA,60.299969,0,0,1,0,1,0,1
MSA,169.504566,0,0,0,0,0,0,0.714286
MSA,106.090137,0,0,0,0,3,0,1
MSA,133.262176,1,0,0,2,0,0,1
MSA,21.415603,0,0,0,0,1,0,1
MSA,77.85383,0,0,1,0,0,0,1
MSA,94.153977,1,0,0,1,0,0,1
MSA,93.870622,0,3,2,2,1,0,1
MSA,112.954736,0,1,3,0,0,2,0.916667
MSA,60.764094,16,0,4,4,0,3,0.943396
MSA,94.153977,0,1,1,0,0,0,1
MSA,84.451851,0,0,2,1,0,1,0.944444
MSA,31.282249,2,1,0,1,0,0,1
MSA,91.143799,0,0,0,0,1,0,0.894737
MSA,98.310705,1,2,1,1,1,0,1
MSA,118.103884,2,0,0,2,0,2,0.882353
MSA,152.232113,0,0,0,0,0,0,1
MSA,162.488849,0,0,0,0,0,0,1
MSA,83.825133,4,1,4,0,0,0,0.888889
MSA,148.368132,1,0,0,0,0,0,1
MSA,78.86883,0,0,0,0,0,0,1
MSA,109.797507,0,0,1,2,0,1,0.933333
MSA,134.95966,0,0,0,0,0,0,1
MSA,102.035264,0,0,0,0,0,0,1
MSA,109.797507,4,0,1,0,0,0,1
MSA,113.836573,0,0,0,0,0,0,0.941176
MSA,105.157864,2,0,3,0,0,0,0.903226
MSA,106.050622,0,0,1,1,0,0,1
MSA,43.190922,14,2,3,4,3,0,0.857143
MSA,118.126459,0,0,0,1,0,0,1
MSA,93.945025,1,0,1,1,1,0,1
MSA,101.960861,0,0,1,1,1,0,1
MSA,-31.89073,19,2,17,1,1,18,0.705479
MSA,101.169694,0,0,0,1,0,0,1
MSA,128.050679,0,0,1,0,0,0,0.857143
MSA,68.741151,1,0,1,0,0,0,1
MSA,89.31769,2,0,0,0,0,0,1
MSA,84.925731,0,0,2,1,1,1,0.913043
MSA,57.687754,1,0,0,0,0,0,1
MSA,106.346075,10,3,2,0,0,0,0.96875
MSA,97.507334,6,1,0,3,1,0,1
MSA,79.645117,1,0,0,0,0,0,1
MSA,64.82872,2,0,4,2,3,0,1
MSA,98.990264,1,0,1,2,0,0,1
MSA,83.108438,1,0,1,3,0,0,0.833333
MSA,96.764245,1,0,1,0,0,0,1
MSA,138.307415,0,0,0,0,0,0,1
MSA,54.397226,13,0,3,1,2,0,0.9
MSA,109.050981,0,0,1,0,2,0,0.311111
MSA,66.181851,9,0,1,1,1,1,0.916667
MSA,90.788421,13,0,0,0,2,3,0.272109
MSA,5.113924,24,5,3,0,3,1,0.708333
MSA,60.934271,7,3,1,0,0,0,0.923077
MSA,109.080742,0,0,0,0,0,0,1
MSA,68.470921,10,0,2,2,2,1,0.921053
MSA,49.670839,13,0,2,0,1,0,0.878788
MSA,81.854308,1,0,2,2,0,0,1
MSA,71.994754,7,2,1,2,2,0,0.888889
MSA,64.322205,2,1,1,2,0,0,1
MSA,69.104722,8,0,2,0,1,0,0.757576
MSA,104.393885,12,1,2,0,2,1,0.272727
MSA,33.268232,12,1,1,1,1,0,0.833333
MSA,92.243438,1,0,1,0,2,0,1
MSA,89.010154,2,3,1,1,0,1,0.866667
MSA,111.05866,2,1,0,1,0,1,1
MSA,89.940209,11,1,3,1,0,0,0.222727
MSA,114.125981,0,0,0,0,0,0,1
MSA,71.431314,16,3,3,1,1,1,0.311111
MSA,13.340245,0,0,0,2,0,0,1
MSA,45.066207,21,0,4,1,1,3,0.438596
MSA,88.104339,18,5,2,2,6,10,0.186224
MSA,88.879778,10,0,2,0,0,3,0.466667
MSA,118.141339,0,0,0,0,0,0,1
MSA,104.24508,5,0,4,0,1,3,0.766667
MSA,-156.35401,93,5,2,9,11,2,0.809735
MSA,67.947074,15,4,4,1,1,1,1
MSA,43.475403,13,2,2,0,0,2,0.873016
MSA,47.463352,6,0,2,0,2,2,0.96
MSA,68.71883,1,0,1,1,1,1,1
MSA,98.990264,0,0,0,0,0,0,1
MSA,79.237342,31,1,1,2,2,2,0.216667
MSA,79.963377,18,0,3,2,1,1,0.464286
MSA,78.539435,28,0,1,4,2,2,0.205357
MSA,39.525304,18,1,2,2,2,2,0.94
MSA,56.319345,13,1,1,3,1,2,0.863636
MSA,49.792421,12,0,1,2,0,0,0.913043
MSA,43.770409,27,0,1,0,1,0,0.793103
MSA,63.673591,3,1,0,1,0,0,1
MSA,18.22284,33,3,2,1,0,2,0.808219
MSA,27.543894,26,2,1,2,2,0,0.896552
MSA,89.622303,6,0,0,1,1,0,0.878788
MSA,10.572169,45,2,0,1,2,1,0.833333
MSA,53.541356,48,6,3,2,0,1,0.373832
MSA,24.69747,29,0,1,2,3,2,0.863636
MSA,34.377997,16,4,1,1,0,3,0.96875
MSA,89.31769,0,3,1,0,0,0,1
MSA,93.959905,0,0,0,2,0,0,1
MSA,41.29227,4,0,1,0,0,0,1
MSA,108.035981,0,0,0,0,0,1,1
MSA,134.247415,0,0,0,0,0,0,0.458333
MSA,126.216698,0,0,0,0,0,1,1
MSA,81.496134,1,1,1,1,0,0,1
MSA,89.944547,0,0,0,0,0,0,1
MSA,130.187415,0,0,1,1,2,0,0.666667
MSA,114.634002,44,0,1,0,0,2,0.236111
MSA,116.887626,3,0,0,0,0,0,0.421053
MSA,134.784989,17,1,0,0,0,1,0.448276
MSA,118.081817,7,0,1,0,0,1,0.32
MSA,129.002525,14,1,1,0,0,1,0.403846
MSA,125.282305,3,1,0,0,0,0,0.4375
MSA,87.016363,38,2,0,0,0,0,0.357143
MSA,126.187111,14,1,0,0,0,1,0.425926
MSA,80.44727,3,0,2,1,0,0,0.952381
MSA,119.28001,2,1,1,0,0,0,0.431818
MSA,142.263251,2,0,0,0,0,0,0.395833
MSA,121.809302,16,0,0,0,0,0,0.444444
MSA,130.90582,14,0,2,0,0,2,0.40625
MSA,106.244694,0,1,0,1,0,0,0.5
MSA,85.032732,3,0,0,0,2,1,0.954545
MSA,92.500013,0,3,0,0,1,0,1
MSA,101.020264,0,0,0,0,0,1,1
MSA,89.31769,0,0,0,0,0,0,1
MSA,92.10142,6,1,0,0,0,1,0.96875
MSA,117.14122,0,0,0,0,0,0,1
MSA,109.208571,6,0,4,1,1,0,0.246032
MSA,94.495497,6,0,0,3,1,0,0.479167
MSA,120.514841,2,0,2,0,0,0,0.9
MSA,85.780383,18,1,5,1,1,1,0.221774
MSA,65.856712,7,1,2,1,3,0,0.837838
MSA,57.405025,10,0,2,0,3,0,0.904762
MSA,98.967943,1,0,0,0,1,0,1
MSA,154.39861,0,1,0,1,0,0,1
MSA,157.44361,0,0,0,0,0,0,1
MSA,74.129271,7,1,0,3,0,0,0.308642
MSA,89.010154,1,0,0,0,0,0,1
MSA,138.233012,2,1,0,1,0,0,0.461538
MSA,44.596918,0,0,1,0,1,0,1
MSA,79.406403,1,0,0,1,1,0,1
MSA,108.146823,2,0,1,0,0,1,0.941176
MSA,122.694272,1,0,0,1,0,0,1
MSA,130.217176,0,0,0,0,0,0,1
MSA,93.870622,0,1,1,0,1,1,1
MSA,138.414151,0,0,0,0,0,0,0.571429
MSA,84.780264,2,0,0,1,0,1,0.9
MSA,141.285453,0,0,1,0,0,0,1
MSA,117.491188,2,0,1,1,0,1,1
MSA,69.73383,1,0,1,0,1,0,1
MSA,69.763591,0,0,0,0,0,1,1
MSA,118.081817,0,0,0,1,0,0,0.833333
MSA,57.295618,7,1,3,3,1,0,0.85
MSA,-55.144057,1,0,0,0,1,0,1
MSA,93.505773,0,0,0,0,0,0,1
MSA,94.396596,6,0,0,1,1,1,0.169811
MSA,93.855742,13,0,2,4,2,1,0.171429
MSA,87.905871,2,1,2,1,2,0,0.961538
MSA,86.596792,0,1,1,0,0,0,1
MSA,68.741151,0,0,1,0,1,1,1
MSA,130.187415,1,1,1,0,0,0,1
MSA,95.344888,0,0,0,0,2,3,0.882353
MSA,97.542131,1,1,0,1,1,2,0.956522
MSA,80.636108,0,2,1,2,2,1,0.916667
MSA,138.277654,1,0,0,0,0,1,0.833333
MSA,122.156698,0,0,0,1,0,1,1
MSA,103.869245,0,0,0,1,0,0,1
MSA,106.090137,0,1,0,2,0,1,0.282051
MSA,102.792669,0,0,2,1,0,1,0.478261
MSA,73.501347,11,2,2,1,1,2,0.882353
MSA,101.737029,5,1,1,0,1,0,1
MSA,-1.795472,5,0,0,0,1,0,1
MSA,29.490962,0,0,0,0,0,0,1
MSA,100.005264,0,0,0,2,0,0,0.5
MSA,199.776,21,2,6,2,4,0,0.855769
MSA,78.27564,3,0,0,0,0,0,1
MSA,70.461051,3,0,3,1,1,1,0.965517
MSA,57.687754,1,1,0,0,0,0,1
MSA,87.138677,3,0,2,1,1,0,1
MSA,31.65968,18,1,3,6,1,5,0.808219
MSA,72.30933,4,0,0,1,3,2,0.958333
MSA,67.87266,5,1,3,0,2,2,1
MSA,199.776,22,1,6,3,2,0,0.406897
MSA,75.82383,0,1,0,0,0,0,1
MSA,82.774245,14,1,2,1,2,1,0.300546
MSA,66.808569,4,0,2,1,0,0,0.888889
MSA,100.005264,0,1,0,0,1,0,1
MSA,115.25901,3,1,0,1,0,1,0.823529
MSA,91.273913,5,3,1,2,0,5,0.853659
MSA,75.699659,2,2,1,1,0,3,0.823529
MSA,96.568226,0,1,1,6,0,0,0.904762
MSA,58.960868,1,0,0,0,0,0,1
MSA,97.20026,9,2,0,2,0,0,0.113636
MSA,95.346312,0,4,1,0,1,0,0.923077
MSA,57.852482,6,1,1,1,0,0,0.962963
MSA,79.687811,2,0,0,0,1,0,1
MSA,54.627874,0,0,1,0,0,0,1
MSA,129.172415,2,1,1,1,1,0,0.304348
MSA,98.990264,0,0,0,0,0,0,1
MSA,100.005264,0,0,0,0,0,0,1
MSA,74.594926,9,2,2,0,1,0,0.86
MSA,199.776,51,5,14,1,1,3,0.784091
MSA,74.821234,0,1,3,1,3,1,0.96
MSA,89.31769,0,0,0,0,0,0,1
MSA,41.992205,8,0,1,2,0,0,0.911765
MSA,30.632769,13,4,3,4,1,1,0.891892
MSA,55.613113,3,0,1,0,1,0,1
MSA,108.146823,0,1,1,1,0,1,1
MSA,118.007415,0,1,2,1,1,0,0.909091
MSA,56.443345,5,2,2,2,1,0,1
MSA,114.883386,2,0,2,1,1,0,1
MSA,93.883281,8,1,2,2,3,0,0.391304
MSA,78.928977,1,1,1,4,0,0,1
MSA,91.49712,1,0,1,1,0,0,1
MSA,62.591237,11,0,2,0,0,0,0.454545
MSA,87.228168,10,0,1,1,0,0,0.46875
MSA,133.652801,0,0,0,0,0,0,1
MSA,99.115823,3,0,1,0,2,0,0.282051
MSA,118.141339,0,0,0,3,1,0,0.305556
MSA,141.868641,0,0,0,1,0,0,1
MSA,69.495742,11,0,2,2,0,0,0.928571
MSA,72.392234,6,3,0,1,2,0,0.945946
MSA,85.289933,2,1,0,1,0,0,1
MSA,75.82383,1,0,1,1,0,0,1
MSA,111.05866,1,0,1,2,0,1,0.313725
MSA,133.530963,3,0,3,2,0,0,0.3125
MSA,95.695471,3,0,1,0,1,0,0.316667
MSA,92.474723,3,2,3,3,0,1,0.733333
MSA,117.410007,0,0,2,1,0,0,0.411765
MSA,169.504566,0,0,1,0,0,1,1
MSA,108.662837,0,1,0,2,0,1,1
MSA,138.277654,1,0,0,2,0,0,0.857143
MSA,106.099962,14,1,3,1,1,1,0.15625
MSA,88.48209,0,1,1,1,0,1,0.888889
MSA,105.013302,9,0,5,2,2,0,0.111111
MSA,116.424872,2,0,1,1,1,0,0.280702
MSA,122.422319,2,0,1,1,1,0,0.283333
MSA,77.824069,0,0,1,1,0,0,1
MSA,38.233924,1,0,0,1,0,0,1
MSA,123.695026,2,0,1,1,1,0,0.283333
MSA,117.331491,3,1,2,1,1,0,0.3
MSA,199.776,0,0,1,0,0,0,1
MSA,113.738046,0,0,0,3,0,0,0.909091
MSA,102.142,1,0,0,0,0,0,0.311111
MSA,92.0308,4,1,2,2,0,5,0.857143
MSA,109.050981,2,1,0,1,0,0,0.5
MSA,60.061256,1,0,0,0,0,2,1
MSA,84.899308,1,0,0,0,0,0,1
MSA,64.142835,31,3,7,8,2,2,0.118404
MSA,61.279631,6,2,1,0,1,0,0.84
MSA,86.206719,12,1,2,3,0,0,0.443182
MSA,99.4952,2,0,0,0,1,0,0.578947
MSA,86.313924,2,0,1,3,1,1,1
MSA,77.849492,1,1,0,3,1,0,1
MSA,70.452235,8,1,3,1,0,1,0.457143
MSA,64.351466,12,2,2,2,2,0,0.953488
MSA,87.825264,0,2,0,2,0,0,0.9375
MSA,71.980786,13,1,1,3,1,1,0.41
MSA,122.492139,1,0,0,3,0,0,0.923077
MSA,125.216071,3,0,1,0,1,0,1
MSA,89.944547,0,0,0,0,0,0,1
MSA,110.495358,0,0,0,2,0,3,0.882353
MSA,24.798546,37,3,5,1,2,3,0.835443
MSA,73.79383,1,2,0,1,0,0,1
MSA,199.776,64,5,4,3,9,2,0.788321
MSA,49.614987,13,1,0,1,1,1,1
MSA,75.741448,25,1,5,1,1,0,0.460938
MSA,26.106283,27,1,2,2,2,1,0.871429
MSA,199.776,60,1,8,7,5,2,0.77439
MSA,68.19697,12,0,0,1,1,0,1
MSA,71.674547,22,1,2,1,1,1,0.439024
MSA,54.687396,0,0,0,0,0,0,1
MSA,114.125981,0,0,0,0,0,0,1
MSA,69.135223,15,1,2,2,3,1,0.93617
MSA,9.2659,25,1,2,1,4,0,0.884615
MSA,74.689786,5,0,2,1,2,2,0.952381
MSA,91.49712,1,1,0,0,0,0,1
MSA,102.632915,3,2,2,0,2,4,0.888889
MSA,105.400471,2,0,2,0,0,1,1
MSA,89.659245,2,1,0,0,2,1,0.909091
MSA,93.825981,3,0,1,0,1,2,0.909091
MSA,69.231162,6,1,0,0,0,5,0.8
MSA,57.360532,8,2,1,2,1,1,0.864865
MSA,48.872962,9,0,1,0,3,1,0.892857
MSA,60.744297,4,2,0,0,0,1,0.913043
MSA,41.492396,3,0,0,0,1,0,1
MSA,62.15182,11,2,3,1,3,2,0.913043
MSA,110.619003,9,0,0,0,0,3,0.227273
MSA,92.416506,5,1,1,1,0,0,1
MSA,100.08308,0,1,0,2,2,2,0.407407
MSA,40.683693,53,5,2,4,1,0,0.427885
MSA,48.081548,62,7,4,4,3,0,0.274939
MSA,43.88057,0,0,1,2,0,0,1
MSA,78.86883,1,0,0,0,0,0,1
MSA,46.903696,19,2,0,0,2,0,0.95
MSA,42.44974,21,1,1,1,1,2,1
MSA,45.225025,23,0,1,0,2,1,0.803571
MSA,111.320111,0,1,0,1,2,1,0.944444
MSA,92.900264,0,1,0,0,0,0,0.458333
MSA,93.959905,0,0,2,0,0,0,1
MSA,77.144022,1,0,1,4,0,1,0.9
MSA,103.87087,0,2,1,1,0,2,0.95
MSA,61.279631,5,0,0,1,1,1,0.8
MSA,85.750622,1,0,0,1,1,5,0.92
MSA,65.376011,8,3,1,1,1,0,0.853659
MSA,66.340374,5,3,3,1,1,3,0.878049
MSA,74.404213,6,0,3,0,0,7,0.820513
MSA,89.855264,1,0,1,0,0,1,0.270833
MSA,94.642485,7,0,0,5,2,0,0.866667
MSA,58.935037,16,2,2,3,1,1,0.864407
MSA,93.959905,0,0,0,0,0,0,1
MSA,89.31769,0,0,0,0,0,0,1
MSA,66.270925,3,0,0,0,1,0,0.46875
MSA,105.547884,3,0,2,0,3,0,0.289474
MSA,105.9911,0,0,0,0,0,0,0.583333
MSA,78.86883,1,0,0,0,0,0,1
MSA,96.960264,1,0,1,0,0,0,1
MSA,120.632029,0,0,0,0,0,0,0.692308
MSA,93.959905,0,1,0,0,0,0,1
MSA,79.709602,0,1,2,1,1,0,1
MSA,165.504088,0,0,0,0,0,0,1
MSA,97.016946,6,0,0,1,2,0,0.176471
MSA,87.77008,8,0,0,1,4,0,0.160976
MSA,103.87087,4,0,2,0,1,0,0.947368
MSA,69.984948,11,2,1,3,2,0,0.45098
MSA,137.680558,0,0,0,2,0,0,1
MSA,40.25729,13,3,7,0,0,3,0.941176
MSA,134.95966,0,0,0,0,0,0,1
MSA,90.847943,0,1,1,2,1,0,0.9375
MSA,135.232654,1,1,2,0,0,0,1
MSA,91.233931,2,1,0,0,0,1,0.956522
MSA,94.015327,0,1,1,4,0,0,0.314815
MSA,105.927393,5,0,0,1,2,0,0.154839
MSA,93.825981,3,0,0,1,1,0,0.909091
MSA,93.309754,1,0,1,0,0,1,1
MSA,96.333407,1,1,0,0,1,2,0.9
MSA,83.901761,4,1,0,0,0,3,0.863636
MSA,78.86883,1,0,0,0,0,0,1
MSA,75.788492,3,1,2,3,0,2,0.884615
MSA,106.724386,0,0,0,0,0,2,0.882353
MSA,141.322654,0,0,0,0,0,0,0.5
MSA,58.053416,7,3,1,0,1,1,1
MSA,70.465475,5,3,2,2,0,1,0.95
MSA,73.435656,3,0,1,0,0,0,1
MSA,106.035742,0,1,0,1,3,0,1
MSA,105.143577,2,1,1,2,1,0,0.95
MSA,139.945377,4,1,0,4,0,0,0.8
MSA,112.685074,2,0,0,1,0,0,0.909091
MSA,70.234823,3,0,0,0,0,0,0.962963
MSA,62.02058,7,0,3,1,1,0,0.88
MSA,90.051283,2,1,0,2,0,0,1
MSA,86.400773,3,1,0,2,0,0,0.928571
MSA,98.189762,3,1,0,1,0,1,0.941176
MSA,108.035981,2,0,0,0,0,1,1
MSA,75.764308,4,2,0,1,0,0,1
MSA,105.301949,2,0,0,1,0,1,0.888889
MSA,103.975981,3,1,0,1,1,0,1
MSA,97.61709,1,0,0,0,1,0,1
MSA,110.065981,2,0,0,0,0,1,1
MSA,-23.159817,49,3,3,2,2,2,0.784
MSA,65.763113,1,1,0,0,0,0,1
MSA,65.136256,3,0,1,0,1,0,0.5
MSA,72.540742,12,0,4,1,0,1,0.9
MSA,103.869245,1,0,0,1,0,0,1
MSA,199.776,24,1,3,1,4,5,0.829545
MSA,78.928977,1,2,2,0,0,0,0.95
MSA,126.216698,0,0,0,0,0,0,1
MSA,86.596792,0,0,1,0,0,1,1
MSA,6.324528,0,0,0,0,0,0,1
MSA,71.808471,1,0,0,0,1,0,0.5
MSA,85.145113,16,0,3,0,1,2,0.449153
MSA,84.899308,0,0,0,1,0,0,1
MSA,54.76284,14,1,1,1,2,0,0.916667
MSA,12.786565,34,1,3,1,3,0,0.907895
MSA,1.179477,17,3,5,1,2,3,0.84
MSA,45.284547,19,2,1,0,2,0,0.913043
MSA,105.677568,1,0,0,0,0,0,1
MSA,88.128019,2,1,0,1,0,1,0.875
MSA,85.289933,1,0,0,0,0,0,1
MSA,132.605558,0,0,0,1,0,1,1
MSA,81.779905,3,0,3,0,0,0,1
MSA,110.021339,1,0,0,1,1,0,1
MSA,93.959905,0,0,0,0,0,0,1
MSA,102.632915,4,0,2,0,0,0,0.888889
MSA,77.734786,4,0,1,1,1,0,0.944444
MSA,105.190772,7,1,0,0,2,0,0.466667
MSA,75.943499,1,2,0,2,0,2,0.933333
MSA,85.040949,14,0,0,5,0,0,0.880952
MSA,95.945264,3,0,0,1,0,0,1
MSA,69.324339,1,0,0,0,0,0,1
MSA,93.309754,1,0,0,1,1,0,1
MSA,116.424872,0,0,1,2,0,0,1
MSA,79.841465,26,2,1,2,1,1,0.289216
MSA,53.672396,0,0,0,0,0,0,1
MSA,95.159135,9,0,1,1,2,0,0.852941
MSA,131.457447,4,0,0,0,0,0,0.454545
MSA,77.719905,3,1,1,0,1,0,0.47619
MSA,77.351231,8,4,0,1,1,1,0.914894
MSA,68.61545,11,1,2,1,1,0,0.292929
MSA,103.050264,0,0,0,0,0,0,1
MSA,55.972329,16,0,0,0,1,0,0.774194
MSA,141.868641,0,0,0,0,1,0,1
MSA,57.000998,26,0,1,1,2,0,0.178378
MSA,58.260678,6,2,0,4,2,0,0.923077
MSA,-90.401208,0,0,0,0,0,0,1
MSA,62.956468,4,0,0,1,1,1,0.965517
MSA,107.323736,1,0,1,0,0,1,0.857143
MSA,73.749188,2,0,1,0,1,0,1
MSA,79.645117,1,1,0,1,3,0,0.458333
MSA,142.307893,1,1,0,1,2,0,1
MSA,116.897291,9,1,1,0,0,3,0.2125
MSA,74.786509,5,0,2,0,0,0,1
MSA,63.896055,11,0,0,2,1,1,0.837838
MSA,64.420117,5,0,1,1,0,0,0.952381
MSA,86.877226,2,0,0,1,0,0,1
MSA,114.232717,0,0,0,0,2,0,1
MSA,70.74883,1,1,0,0,1,0,1
MSA,97.975264,3,0,0,1,0,0,1
MSA,25.529176,31,1,2,0,3,0,0.878378
MSA,48.009339,15,0,1,0,4,1,0.964286
MSA,90.473132,8,0,0,0,2,2,0.45
MSA,80.059346,11,1,0,0,2,2,0.461538
MSA,141.263132,2,0,1,0,0,0,0.833333
MSA,76.033407,11,3,1,0,0,1,1
MSA,118.31842,18,2,2,1,1,0,0.073718
MSA,84.989112,6,0,2,1,1,2,0.462963
MSA,92.922585,0,0,0,0,0,0,1
MSA,30.03973,13,1,0,1,0,1,0.978261
MSA,73.79383,2,0,0,3,0,0,1
MSA,85.121819,16,0,5,1,0,0,0.914286
MSA,126.186937,0,1,0,0,1,1,1
MSA,95.48529,10,0,1,1,1,0,0.914286
MSA,132.844272,0,0,1,0,0,0,1
MSA,60.717874,1,0,0,0,0,0,1
MSA,92.500013,2,0,0,1,0,0,1
MSA,86.512029,3,1,2,0,0,0,1
MSA,199.776,0,0,1,0,0,0,1
MSA,102.005503,0,0,1,0,0,0,1
MSA,65.718471,0,0,0,1,0,0,1
MSA,51.642396,1,1,1,0,0,0,1
MSA,85.289933,1,0,3,2,0,0,0.615385
MSA,106.035742,0,1,0,1,2,0,0.5
MSA,52.657396,0,0,1,1,0,0,1
MSA,52.657396,0,1,0,1,0,0,1
MSA,63.733113,1,0,1,0,0,0,1
MSA,118.141339,0,0,1,0,0,0,1
MSA,69.92206,8,2,0,2,3,3,0.861111
MSA,57.21405,3,0,2,1,0,2,0.884615
MSA,96.960264,0,0,1,1,1,0,1
MSA,96.450595,3,0,1,1,0,1,0.75
MSA,92.243438,1,0,1,0,0,0,1
MSA,199.776,22,1,2,1,2,6,0.397436
MSA,76.43243,2,0,2,2,2,4,0.818182
MSA,64.480264,9,3,3,1,1,1,0.9
MSA,58.764849,9,1,2,0,1,0,0.45
MSA,90.027323,7,0,1,1,0,0,0.5
MSA,112.0811,0,0,0,1,0,0,0.5
MSA,124.171817,1,0,0,0,1,0,0.5
MSA,75.376164,10,1,2,0,1,2,0.302083
MSA,59.131729,13,0,1,0,0,1,1
MSA,100.414754,1,0,0,0,0,0,1
MSA,60.688113,1,1,1,0,0,0,0.5
MSA,82.535575,10,0,1,1,2,0,0.313725
MSA,46.38883,9,2,2,0,1,2,0.969697
MSA,89.336604,2,0,2,0,1,0,1
MSA,32.616323,17,1,2,2,1,0,0.96
MSA,85.884547,1,1,0,0,0,0,1
MSA,69.778471,1,0,0,0,0,0,1
MSA,66.929731,19,3,1,8,3,0,0.26749
MSA,104.45,1,0,0,3,0,0,1
MSA,95.945264,1,0,0,0,0,0,0.875
MSA,126.142295,5,0,1,0,0,0,0.857143
MSA,27.187838,16,2,1,3,1,1,0.918367
MSA,95.223956,12,2,3,2,2,3,0.18617
MSA,118.141339,0,1,1,0,0,0,1
MSA,92.500013,2,0,0,1,2,0,0.941176
MSA,97.930622,1,0,0,0,1,0,0.423077
MSA,95.915503,2,0,0,1,0,1,1
MSA,85.839905,1,1,0,3,0,0,1
MSA,112.095981,0,0,0,0,0,1,1
MSA,70.206597,18,0,1,2,2,2,0.458333
MSA,93.129497,2,2,1,0,2,1,0.307692
MSA,60.717874,0,0,1,1,0,0,1
MSA,85.470217,5,1,1,0,1,0,0.933333
MSA,43.34383,16,0,2,2,1,0,0.891892
MSA,87.028464,6,2,1,1,2,0,0.7
MSA,86.584993,15,0,0,0,0,0,0.470588
MSA,114.036698,1,1,0,1,0,1,1
MSA,30.505962,0,0,0,0,0,0,1
MSA,82.542952,14,0,0,1,1,1,0.485714
MSA,154.41349,0,0,0,1,0,0,1
MSA,154.41349,0,0,0,0,0,0,1
MSA,125.201698,0,0,0,0,0,0,1
MSA,78.86883,0,0,0,0,0,0,1
MSA,125.201698,0,0,0,0,0,0,1
MSA,75.989381,1,1,0,0,0,1,0.923077
MSA,110.961624,2,0,1,1,0,1,0.46875
MSA,86.596792,0,1,0,0,0,0,1
MSA,47.27987,19,2,1,1,0,1,0.913793
MSA,93.959905,0,0,0,0,0,0,1
MSA,74.80883,1,0,0,0,0,0,1
MSA,110.778226,0,0,0,0,0,0,1
MSA,149.383132,0,0,0,0,0,0,1
MSA,35.397269,10,1,0,0,0,1,0.969697
MSA,175.594566,0,0,0,0,0,0,1
MSA,104.536849,3,0,1,2,0,0,0.27619
MSA,97.719723,1,0,0,1,0,0,0.909091
MSA,93.407764,6,0,0,0,1,0,0.477273
MSA,102.598163,2,1,0,0,0,1,0.75
MSA,104.60442,1,3,2,0,0,0,0.316667
MSA,98.967943,0,0,1,1,0,0,1
MSA,75.989381,1,1,1,1,2,0,0.928571
MSA,77.779427,1,0,1,1,0,0,1
MSA,88.840264,5,0,0,1,0,0,1
MSA,199.776,39,0,1,8,0,1,0.843478
MSA,29.490962,1,0,0,0,0,0,1
MSA,70.942902,16,2,0,1,1,1,0.215909
MSA,129.859002,0,0,0,0,1,0,1
MSA,109.214166,1,0,1,0,1,0,0.875
MSA,83.965389,3,2,1,1,1,0,0.944444
MSA,88.080098,4,0,1,0,1,1,0.461538
MSA,77.723007,3,2,2,2,0,0,0.92
MSA,120.74966,1,0,1,0,1,1,0.857143
MSA,85.839905,5,0,1,1,0,0,1
MSA,70.431578,15,0,3,1,3,0,0.868421
MSA,60.299969,1,0,0,1,1,0,1
MSA,102.035264,0,0,1,1,0,0,1
MSA,100.414754,1,0,0,0,0,0,0.857143
MSA,175.594566,0,0,0,0,0,0,1
MSA,110.842268,0,0,2,0,0,0,1
MSA,110.778226,3,0,0,0,0,0,1
MSA,78.86883,0,0,0,0,0,0,1
MSA,88.232701,2,1,0,0,0,0,1
MSA,17.400245,0,0,0,0,0,0,1
MSA,123.793634,1,1,0,2,0,0,0.941176
MSA,92.416506,2,2,1,1,1,0,0.894737
MSA,88.050535,1,1,1,1,0,4,0.409091
MSA,117.687207,0,0,1,0,0,1,1
MSA,138.307415,0,0,0,0,0,0,1
