@relation textClassifier-weka.filters.unsupervised.attribute.Remove-R26-34

@attribute class {EGY,GLF,LAV,MSA,NOR}
@attribute uniqueTags numeric
@attribute /CD numeric
@attribute /DT numeric
@attribute /DTJJ numeric
@attribute /DTJJR numeric
@attribute /DTNN numeric
@attribute /DTNNP numeric
@attribute /DTNNS numeric
@attribute /IN numeric
@attribute /JJ numeric
@attribute /NN numeric
@attribute /NNP numeric
@attribute /NNS numeric
@attribute /NOUN numeric
@attribute /PRP numeric
@attribute /RB numeric
@attribute /RP numeric
@attribute /UH numeric
@attribute /VBD numeric
@attribute /VBN numeric
@attribute /VBP numeric
@attribute /WP numeric
@attribute /WRB numeric
@attribute readability numeric
@attribute Adverbials numeric
@attribute Adverbs numeric
@attribute ConjSub numeric
@attribute Conjunctions numeric
@attribute Demonstratives numeric
@attribute Modals numeric
@attribute Negation numeric
@attribute Particles numeric
@attribute Prepositionals numeric
@attribute Prepositions numeric
@attribute Pronoun numeric
@attribute Quantitives numeric
@attribute QuestionWords numeric
@attribute Relatives numeric
@attribute StopWords numeric
@attribute typeTokenRatio numeric

@data
LAV,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,118.141339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LAV,10,0,0,0,0,2,1,1,2,1,4,8,0,0,0,0,0,0,5,0,1,1,0,73.024988,0,0,0,0,0,0,0,1,0,1,0,0,0,1,6,0.961538
LAV,12,1,0,0,0,6,0,0,4,2,29,17,1,0,1,0,1,0,5,0,7,2,0,46.837322,0,0,0,1,0,0,1,0,2,3,0,0,0,2,8,0.886076
LAV,9,0,0,0,0,1,2,0,2,0,3,5,0,1,1,0,0,0,1,1,0,0,0,118.037176,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,1
LAV,8,0,0,0,0,1,1,1,2,0,3,2,0,0,0,0,1,0,1,0,0,0,0,127.85466,0,0,0,1,0,0,0,0,0,2,0,0,1,1,2,1
LAV,15,3,1,3,0,14,6,0,12,2,30,9,3,0,1,1,1,0,4,0,5,0,0,199.776,0,0,0,2,1,0,1,1,1,7,1,0,5,4,20,0.795918
LAV,5,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,1,0,0,1,0,93.945025,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
LAV,8,0,1,0,0,1,2,0,1,0,7,6,0,0,0,0,1,0,2,0,0,0,0,88.507748,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0.954545
LAV,8,1,0,2,0,3,0,0,0,0,17,6,2,0,0,0,0,0,4,1,0,0,0,74.242329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.972222
LAV,7,0,0,0,0,1,0,1,1,0,1,2,1,0,0,0,0,0,0,0,1,0,0,111.335158,0,0,0,1,0,0,0,1,0,1,0,0,1,1,3,0.153846
LAV,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,181.625044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LAV,8,0,0,1,0,2,1,0,1,0,6,0,0,0,0,0,1,0,1,0,2,0,0,95.381962,1,0,0,1,0,0,1,1,2,1,0,0,1,1,5,1
LAV,9,0,1,0,0,8,1,0,1,0,15,10,0,0,0,0,1,0,4,0,2,0,0,96.912864,0,0,0,0,1,0,0,1,1,1,0,0,0,0,8,0.183333
LAV,13,0,0,1,0,2,0,0,3,4,8,7,1,1,0,0,2,0,2,0,3,1,1,90.949405,0,0,0,2,0,0,0,0,0,2,0,1,3,3,7,0.925
LAV,5,0,0,0,0,0,1,1,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,77.824069,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
LAV,8,0,0,0,0,1,0,1,2,0,4,2,1,0,0,0,0,0,1,0,2,0,0,117.104019,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0.5
LAV,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,181.625044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LAV,12,1,0,0,0,4,2,0,2,4,14,3,1,0,0,0,0,0,1,0,5,1,1,111.157956,0,0,0,0,0,0,0,0,2,2,0,0,2,2,6,0.325758
LAV,8,0,0,2,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,108.00622,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.785714
LAV,4,0,0,0,0,0,1,0,0,0,4,2,0,0,0,0,0,0,0,0,1,0,0,114.081339,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
LAV,10,0,0,0,0,2,2,1,0,1,3,2,2,0,1,0,1,0,1,0,0,0,0,80.268566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LAV,14,1,0,2,0,6,1,0,2,3,10,2,1,0,0,0,1,0,4,0,1,2,1,67.580448,0,0,1,0,0,0,2,0,0,1,0,0,2,3,6,0.923077
LAV,11,0,0,0,0,4,5,1,4,3,10,11,0,0,0,0,1,0,2,0,4,1,0,70.251726,0,0,0,1,0,0,0,1,1,3,0,0,0,1,7,0.829787
LAV,14,0,0,4,0,10,3,1,6,6,25,14,2,0,2,0,1,0,5,0,5,1,0,65.175833,0,0,0,0,0,0,1,0,0,4,2,0,3,4,10,0.454545
LAV,7,0,0,0,0,1,0,0,1,3,3,3,1,0,0,0,0,0,0,0,1,0,0,100.218736,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,1
LAV,13,1,0,2,0,3,1,2,4,4,32,3,0,3,0,0,0,0,3,0,3,1,0,26.302302,0,0,0,1,0,0,1,0,1,4,0,2,1,1,8,0.984127
LAV,17,0,1,3,0,10,1,1,12,5,37,17,2,5,1,0,1,0,6,1,8,4,0,199.776,0,0,0,0,1,0,2,1,4,9,0,6,4,6,29,0.846154
LAV,7,0,0,0,0,1,1,0,0,0,4,1,0,0,0,0,0,0,2,0,2,0,1,96.450595,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1
LAV,5,2,0,2,0,0,2,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,85.616073,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0.933333
LAV,6,0,0,0,0,1,1,0,1,0,4,1,0,0,0,0,0,0,0,0,2,0,0,106.005981,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
LAV,6,0,0,0,0,1,2,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,132.217415,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
LAV,6,0,0,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,0,0,1,1,0,96.333407,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.454545
LAV,12,0,0,2,0,9,0,0,5,1,12,7,1,0,2,0,2,0,2,0,2,2,0,59.375503,0,0,0,0,0,0,0,1,1,3,1,0,3,4,11,0.895833
LAV,6,0,0,0,0,1,0,1,0,0,4,2,0,0,0,0,0,0,1,0,1,0,0,74.570117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LAV,3,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,132.844272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LAV,11,3,0,0,0,2,3,0,3,2,9,11,2,0,0,0,0,0,4,0,2,1,0,80.882099,0,0,0,3,0,0,0,0,1,4,0,0,2,3,8,0.911111
LAV,7,0,0,2,0,2,0,0,3,1,9,7,0,0,0,0,0,0,3,0,0,0,0,67.87266,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0.483333
LAV,8,0,0,0,0,0,0,2,3,1,12,5,0,0,1,0,0,0,2,0,0,0,1,77.555873,0,0,0,0,0,0,0,1,0,1,0,0,1,1,4,1
LAV,13,0,1,0,0,2,0,1,2,2,18,2,1,0,2,0,0,0,1,1,8,2,0,93.366843,0,0,0,1,1,0,0,0,0,1,1,0,0,2,9,0.266667
LAV,10,0,0,0,0,1,0,1,2,0,6,1,1,0,0,0,1,0,1,0,0,1,1,118.126459,0,0,0,0,0,0,0,0,0,2,0,0,2,2,5,0.223684
LAV,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,109.080742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LAV,5,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,1,0,147.353132,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.208333
LAV,9,0,0,1,0,3,1,0,0,1,10,5,0,0,0,0,0,0,2,0,3,1,0,113.518038,0,0,0,0,0,0,0,0,1,0,0,0,2,1,3,0.348837
LAV,13,0,0,1,0,6,1,2,2,6,19,7,1,3,0,0,0,0,5,0,1,3,0,41.525287,0,0,0,1,0,0,0,0,1,2,0,2,0,1,8,0.936508
LAV,9,0,0,0,0,4,2,0,3,2,11,10,3,0,0,0,0,0,3,0,1,0,0,60.140006,0,0,0,0,0,0,0,0,1,2,0,0,1,0,3,0.948718
LAV,13,1,0,1,0,2,1,0,4,1,18,6,1,0,0,0,2,0,3,0,1,2,0,74.479237,0,0,0,0,0,0,0,0,1,3,0,0,1,2,8,0.860465
LAV,11,0,0,0,0,1,1,1,0,6,11,0,1,0,0,0,2,0,1,1,2,2,0,78.361642,0,0,0,2,0,0,2,0,3,1,0,0,1,2,6,0.467742
LAV,4,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,132.844272,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
LAV,6,0,0,0,0,1,0,0,1,2,7,0,0,0,1,0,0,0,1,0,0,0,0,131.792691,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,1
LAV,11,0,0,1,0,5,2,0,3,1,10,4,0,0,1,0,0,0,1,0,2,1,0,113.69751,0,1,0,0,0,0,0,0,3,3,0,0,3,4,8,0.426471
LAV,7,0,0,0,0,1,2,1,0,0,3,4,0,0,0,0,0,0,1,0,2,0,0,98.687509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.466667
LAV,11,0,0,0,0,2,2,1,2,1,9,1,1,1,0,0,0,0,2,0,2,0,0,103.716808,0,0,0,1,0,0,1,0,1,2,0,0,0,0,7,0.884615
LAV,9,0,0,0,0,1,1,0,1,1,2,3,0,0,0,0,0,0,2,0,1,1,0,103.349124,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1
LAV,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,125.201698,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
LAV,5,0,0,0,0,2,0,0,2,1,5,1,0,0,0,0,0,0,0,0,0,0,0,106.090137,0,1,0,0,0,0,1,0,0,2,0,0,2,2,2,0.909091
LAV,7,0,0,1,0,2,0,0,0,0,2,6,0,0,0,0,0,0,1,0,1,2,0,100.124933,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
LAV,7,0,0,1,0,2,0,0,0,0,2,6,0,0,0,0,0,0,1,0,1,2,0,100.124933,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
LAV,6,0,0,0,0,2,0,0,0,0,2,1,0,0,1,0,0,0,1,0,0,1,0,101.990622,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,1
LAV,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,113.499124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LAV,5,0,0,0,0,1,0,0,1,0,3,1,0,0,0,0,0,0,0,0,2,0,0,126.172056,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1
LAV,9,0,0,1,0,2,0,2,2,0,2,0,0,1,0,0,1,0,1,0,1,0,0,81.779905,0,0,0,4,0,0,0,0,0,3,0,1,2,2,4,0.823529
LAV,5,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,171.534566,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
LAV,8,1,0,0,0,1,0,0,0,2,3,3,1,0,0,0,0,0,0,0,3,1,0,92.500013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.941176
LAV,11,0,0,1,0,1,1,0,1,6,17,5,2,0,0,0,2,0,5,0,2,0,0,74.488899,0,0,0,1,0,0,0,0,0,1,1,0,0,0,4,0.877551
LAV,8,1,0,0,0,2,0,1,2,2,4,1,0,0,0,0,0,0,0,0,2,0,0,108.984019,0,0,0,0,0,0,1,0,0,2,0,0,0,0,3,1
LAV,6,0,0,0,0,0,1,2,1,0,6,3,0,0,1,0,0,0,0,0,0,0,0,114.036698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.928571
LAV,8,0,0,0,0,2,0,0,1,0,1,1,1,0,0,0,2,0,1,0,1,0,0,108.424124,0,0,0,0,0,0,0,0,0,1,0,0,3,1,3,0.9
LAV,5,0,0,0,0,2,0,0,1,0,4,3,0,0,0,0,0,0,0,0,2,0,0,131.309151,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0.6
LAV,12,0,1,0,0,2,0,1,3,1,9,2,1,1,0,0,0,0,0,1,3,2,0,111.767672,1,0,1,0,1,0,0,0,0,2,0,0,0,2,5,0.234848
LAV,10,0,0,1,0,2,0,0,0,1,3,5,1,0,0,0,1,0,1,0,1,1,0,110.234405,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.894737
LAV,7,0,0,1,0,1,0,0,1,0,2,2,0,0,0,0,0,0,0,0,1,1,0,86.869786,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1
LAV,6,0,0,0,0,2,0,0,2,1,5,7,0,2,0,0,0,0,0,0,0,0,0,106.416284,0,0,0,0,0,0,0,0,1,2,0,2,1,0,5,0.947368
LAV,3,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,142.307893,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,1
LAV,11,1,0,2,0,1,0,2,0,1,8,2,2,0,0,0,1,0,1,0,3,0,0,103.716808,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0.961538
LAV,11,6,0,2,0,4,0,3,5,2,16,8,3,0,0,1,0,0,5,0,0,0,0,101.253367,0,0,1,0,0,0,0,0,1,5,0,0,0,0,9,0.396552
LAV,14,0,2,1,1,3,3,2,4,1,10,7,0,0,0,0,1,0,1,0,2,3,0,93.575222,0,0,0,1,2,0,0,0,0,4,0,0,2,3,8,0.296296
LAV,5,0,0,0,0,1,0,0,2,0,2,2,0,0,1,0,0,0,0,0,0,0,0,108.035981,0,0,0,0,0,0,0,0,0,2,1,0,2,1,4,1
LAV,11,0,1,0,0,4,0,0,4,4,19,10,4,0,0,0,1,0,2,0,2,1,0,50.270264,0,0,0,0,1,0,0,0,2,4,0,0,3,4,8,0.962264
LAV,10,1,0,0,0,2,1,0,2,0,4,8,1,0,0,0,0,0,2,0,1,2,0,93.486202,0,0,0,2,0,0,0,1,0,2,0,0,1,2,5,0.923077
LAV,5,0,0,0,0,1,0,0,2,0,1,2,0,0,0,0,0,0,1,0,0,0,0,150.35349,0,0,0,0,0,0,0,0,1,1,0,0,1,2,3,1
LAV,7,0,0,0,0,4,1,0,3,0,4,4,1,0,0,0,0,0,1,0,0,0,0,84.451851,0,0,0,0,0,0,1,0,0,2,0,0,2,1,2,1
LAV,6,0,0,0,0,0,0,1,1,0,2,1,2,0,0,0,0,0,0,0,0,1,0,71.76383,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1
LAV,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,124.186698,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
LAV,10,0,0,0,0,0,0,1,1,2,6,6,0,1,0,0,1,0,2,0,2,1,0,112.954736,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0.958333
LAV,9,0,0,1,0,3,1,0,3,0,3,6,1,0,0,0,0,0,2,0,0,0,1,102.798965,0,0,0,0,0,0,0,0,0,2,0,0,1,0,4,0.958333
LAV,8,1,0,0,0,3,2,0,1,0,6,0,0,0,0,0,1,0,1,0,1,0,0,127.120094,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.875
LAV,7,0,0,1,0,2,0,0,0,0,4,1,0,0,0,0,0,0,2,0,3,2,0,102.54995,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0.4
LAV,9,1,0,0,0,2,0,0,2,1,2,4,0,0,1,0,1,0,0,0,1,0,0,153.788652,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0.294118
LAV,9,0,0,0,0,1,0,0,3,1,4,3,0,0,0,0,1,0,3,0,1,1,0,115.35035,0,0,0,0,0,0,0,1,0,1,0,0,0,1,4,0.944444
LAV,11,0,1,1,0,5,0,1,5,7,10,2,0,0,0,0,0,0,5,0,2,1,0,75.854112,0,0,0,0,1,0,0,0,0,5,0,0,1,1,8,0.282609
LAV,8,0,0,0,0,3,0,0,3,0,5,3,0,0,0,0,1,0,1,0,2,1,0,95.710758,0,0,0,2,0,0,1,0,0,1,0,0,0,1,6,0.38
LAV,10,0,0,0,0,1,1,0,2,0,4,5,1,1,0,0,1,0,1,0,1,0,0,110.386188,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0.818182
LAV,7,0,0,0,0,2,0,0,2,2,4,5,1,0,0,0,0,0,1,0,0,0,0,101.91622,0,0,0,0,0,0,1,0,0,2,0,0,0,0,3,1
LAV,9,2,0,0,0,8,0,0,5,1,27,9,0,0,0,0,0,0,4,0,2,3,0,110.877846,0,0,0,0,0,0,2,0,2,5,0,0,3,5,12,0.102431
LAV,5,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,89.31769,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
LAV,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,133.262176,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
LAV,4,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,1,0,0,0,0,106.035742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LAV,7,1,0,0,0,1,0,0,0,1,5,0,1,0,0,0,0,0,2,0,0,1,0,105.9911,0,0,0,0,0,0,0,0,1,0,1,0,0,1,3,1
LAV,12,0,0,0,0,4,0,1,2,3,12,1,0,1,0,1,1,0,1,0,5,1,0,66.067413,0,0,0,1,0,0,1,0,1,2,0,1,0,1,5,0.485714
LAV,9,0,0,1,0,5,0,0,3,0,14,10,1,0,0,0,0,0,1,0,4,1,0,80.690399,0,0,0,3,0,0,0,1,0,2,0,0,0,1,8,0.467391
LAV,7,1,0,0,0,1,0,0,1,0,8,4,0,0,0,0,0,0,1,0,1,0,0,101.174214,0,0,0,3,0,0,0,3,0,0,0,0,0,0,4,0.857143
LAV,8,2,0,0,0,2,0,0,1,1,6,3,0,0,0,0,0,0,1,0,3,0,0,104.553027,1,0,0,0,0,0,0,1,0,1,0,0,1,0,2,0.176
LAV,13,6,0,1,0,4,4,3,5,2,16,9,2,0,0,0,2,0,6,0,1,0,0,119.50041,0,0,0,9,0,0,0,1,2,6,0,0,2,2,8,0.094643
LAV,6,0,0,0,0,1,0,0,1,0,3,2,1,0,0,0,0,0,2,0,0,0,0,98.751551,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.9
LAV,8,0,0,0,0,1,1,1,1,0,2,3,0,0,0,0,2,0,2,0,0,0,0,133.036396,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.928571
LAV,3,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,172.549566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LAV,15,0,1,3,0,10,2,1,5,3,31,8,6,0,1,0,1,0,3,0,4,1,0,19.140705,0,0,0,1,1,0,2,3,7,5,1,1,2,1,20,0.857143
LAV,5,0,0,1,0,2,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,102.990742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LAV,5,0,0,0,0,0,3,0,1,0,3,2,0,0,0,0,0,0,1,0,0,0,0,130.187415,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1
LAV,4,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,84.481403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LAV,7,0,1,0,0,1,0,0,3,2,8,1,0,0,0,0,1,0,0,0,0,0,0,103.259633,0,0,0,1,1,0,2,0,0,2,0,0,1,1,3,0.944444
LAV,10,0,0,0,0,2,0,0,2,1,8,0,0,2,0,1,2,0,2,0,2,1,0,91.795981,0,0,0,3,0,0,2,0,1,1,0,2,0,0,7,0.958333
LAV,10,0,0,1,0,4,1,0,1,1,8,4,0,0,0,0,1,0,2,0,2,0,0,101.904441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LAV,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,148.368132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75
LAV,3,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,1,0,0,150.368371,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
LAV,9,0,0,0,0,2,0,0,1,0,1,3,1,0,0,0,1,0,3,0,1,1,0,109.569261,0,0,0,0,0,0,0,1,0,1,0,0,3,1,3,0.681818
LAV,4,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,1,0,0,1,0,130.187415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.692308
LAV,8,0,0,0,0,2,1,1,2,0,6,6,0,0,0,0,0,0,0,0,1,1,0,127.087865,0,0,0,0,0,0,0,0,0,2,0,0,1,2,3,0.305556
LAV,9,0,0,1,0,4,2,2,1,0,10,0,1,0,0,0,0,0,1,0,1,0,0,96.490764,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3,1
LAV,10,0,0,2,0,4,0,0,3,0,4,15,1,0,0,0,1,0,2,0,1,2,0,92.381919,0,0,0,0,0,0,1,0,0,3,0,1,3,2,7,0.680851
LAV,14,0,1,3,0,10,11,1,4,1,21,4,0,0,1,0,2,0,2,0,6,1,0,35.432086,0,0,0,1,1,0,1,1,3,3,0,0,2,3,15,0.753623
LAV,10,0,0,6,0,4,2,0,1,0,6,2,1,0,0,0,0,0,2,0,1,1,0,88.981235,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,0.651163
LAV,4,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,81.869188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LAV,8,0,0,1,0,3,1,0,3,1,4,3,0,0,0,0,0,0,3,0,0,0,0,91.019694,0,0,0,0,0,0,0,0,0,2,0,0,1,1,2,1
LAV,7,0,0,0,0,1,0,1,0,1,3,0,0,0,0,0,0,0,1,0,1,1,0,92.243438,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1
LAV,7,0,0,0,0,3,1,0,0,1,6,2,0,0,0,0,0,0,1,0,1,0,0,102.54995,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.472222
LAV,4,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,0,147.353132,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
LAV,14,0,0,2,0,4,1,2,0,2,15,11,3,1,3,0,1,0,4,0,3,4,0,77.842134,0,0,0,1,0,0,1,0,1,0,1,1,0,4,9,0.118681
LAV,9,0,1,0,0,8,0,0,3,1,12,5,0,0,0,0,1,0,1,0,3,0,0,98.73893,0,0,0,0,1,0,0,0,0,2,0,0,1,1,4,0.418919
LAV,11,0,0,0,0,6,0,1,4,3,16,3,2,1,4,0,0,0,0,0,4,1,0,91.342663,0,0,0,0,0,0,0,1,1,3,2,0,0,1,8,0.816327
LAV,6,0,0,0,0,1,0,0,2,0,3,3,0,0,0,0,0,0,2,0,2,0,0,107.737433,0,0,0,1,0,0,0,2,0,0,0,0,2,1,3,0.254902
LAV,14,1,0,2,0,6,0,1,9,3,12,3,1,0,0,0,1,0,2,1,3,2,0,119.788365,0,0,0,1,0,0,2,0,1,7,0,0,4,6,14,0.130952
LAV,9,0,0,0,0,3,0,0,1,3,19,2,2,0,0,0,0,0,5,0,2,2,0,89.29537,0,0,0,0,0,0,1,1,0,1,0,0,0,2,8,0.176744
LAV,13,0,1,2,0,7,0,1,8,2,6,0,3,0,0,1,1,0,7,0,5,1,0,94.698782,0,0,0,0,1,0,1,0,1,2,0,0,2,1,9,0.847826
LAV,6,0,0,0,0,0,0,0,2,2,9,2,0,0,0,0,0,0,1,0,2,0,0,110.842268,0,0,0,1,0,0,1,0,0,1,0,0,0,1,4,0.47619
LAV,8,0,0,0,0,1,0,0,1,0,4,3,0,1,0,0,1,0,2,0,1,0,0,101.945981,0,0,0,1,0,0,0,1,0,1,0,0,0,0,2,1
LAV,6,0,0,0,0,1,0,0,1,0,1,5,0,0,0,0,0,0,1,0,2,0,0,160.711514,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0.233333
LAV,11,1,0,0,0,5,0,0,1,4,17,11,0,0,2,0,1,0,3,1,4,0,0,66.856867,0,0,0,0,0,0,2,0,1,0,2,0,1,0,6,0.9
LAV,10,2,0,0,0,0,0,0,1,3,9,3,1,0,0,0,3,0,4,0,6,3,0,107.117435,0,0,0,4,0,0,3,0,0,1,0,0,1,3,11,0.284553
LAV,9,0,0,0,0,3,2,0,1,2,14,9,1,0,1,0,0,0,0,0,1,0,0,71.68892,0,0,0,0,0,0,1,1,1,2,0,0,0,0,4,1
LAV,7,0,0,1,0,2,1,0,2,2,4,4,0,0,0,0,0,0,0,0,0,0,0,111.573913,0,0,0,4,0,0,0,1,0,2,0,0,0,0,3,0.9
LAV,4,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,84.481403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LAV,8,0,0,0,0,2,0,1,1,1,3,3,0,0,0,0,0,0,1,0,1,0,0,85.616073,0,0,0,2,0,0,2,0,0,1,0,0,1,1,1,0.933333
LAV,5,0,0,0,0,1,1,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,103.869245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LAV,9,0,0,0,0,2,2,3,4,1,8,0,2,1,0,0,0,0,3,0,0,0,0,77.675264,0,0,0,0,0,0,0,0,2,5,0,1,2,2,10,0.923077
LAV,5,0,0,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,134.95966,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
LAV,14,0,1,1,0,5,0,2,8,8,18,11,1,1,0,0,1,0,4,0,6,1,0,31.92753,0,0,0,0,1,0,0,0,0,4,0,0,2,4,10,0.885714
LAV,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,118.126459,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,1
LAV,6,0,0,0,0,0,1,0,1,2,4,3,0,0,0,0,1,0,0,0,0,0,0,97.930622,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,1
LAV,11,0,0,0,0,2,1,0,2,1,3,5,1,0,1,0,0,0,2,0,2,1,0,130.409139,0,0,0,0,0,0,0,1,2,0,0,0,0,1,5,0.099138
LAV,7,0,0,0,0,5,1,0,0,3,6,7,0,0,0,0,0,0,1,0,1,0,0,81.592036,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3,1
