@relation 'textClassifier-weka.filters.unsupervised.attribute.Remove-R2-24,26-49'

@attribute class {EGY,GLF,LAV,MSA,NOR}
@attribute readability numeric
@attribute typeTokenRatio numeric

@data
LAV,129.675216,0.30303
LAV,100.005264,1
LAV,86.535271,0.217532
LAV,84.481403,1
LAV,93.959905,0.666667
LAV,104.334155,0.280702
LAV,90.051283,1
LAV,100.360239,0.47
LAV,118.096698,1
LAV,79.540468,0.914894
LAV,55.27253,0.784314
LAV,103.869245,1
LAV,93.808643,0.965517
LAV,106.971171,0.316667
LAV,122.455558,0.85
LAV,127.769272,0.5
LAV,92.596048,0.826087
LAV,66.17364,0.939394
LAV,92.922585,1
LAV,96.259005,0.167213
LAV,87.231044,0.954545
LAV,145.830632,0.5
LAV,141.868641,1
LAV,102.901285,0.142857
LAV,102.632915,0.862069
LAV,131.471306,0.944444
LAV,138.262773,0.5
LAV,99.042096,0.228571
LAV,101.960861,1
LAV,78.503189,0.166045
LAV,40.954822,1
LAV,85.884547,1
LAV,153.37617,0.875
LAV,50.627396,1
LAV,134.95966,1
LAV,50.627396,1
LAV,101.325456,0.947368
LAV,89.899905,1
LAV,85.033197,0.146259
LAV,101.329381,0.153061
LAV,81.227764,0.468085
LAV,67.939761,0.875
LAV,117.081698,0.909091
LAV,120.205727,0.909091
LAV,118.103884,1
LAV,55.463683,1
LAV,136.866508,0.909091
LAV,117.768285,0.421053
LAV,77.1652,0.942857
LAV,120.74966,0.952381
LAV,127.172176,1
LAV,129.194736,1
LAV,79.710391,1
LAV,84.751128,0.826923
LAV,165.504088,1
LAV,118.141339,1
LAV,78.144276,0.952381
LAV,101.693513,1
LAV,86.869786,1
LAV,112.036459,0.141026
LAV,110.065981,1
LAV,83.142302,1
LAV,121.818365,0.2375
LAV,95.915503,1
LAV,89.691578,0.289474
LAV,90.528513,0.625
LAV,120.948759,0.944444
LAV,65.869849,1
LAV,95.199155,0.944444
LAV,122.156698,1
LAV,126.186937,1
LAV,103.826551,1
LAV,88.50364,0.304348
LAV,79.257286,0.485714
LAV,136.755154,0.291667
LAV,109.110816,0.137778
LAV,91.232679,0.409091
LAV,115.678555,1
LAV,40.396183,0.936709
LAV,102.871698,0.846154
LAV,48.507098,0.941176
LAV,85.289933,0.923077
LAV,109.569261,1
LAV,118.180854,0.5
LAV,89.855264,1
LAV,142.543732,0.176
LAV,154.41349,1
LAV,91.795981,0.958333
LAV,120.632029,0.232143
LAV,123.716159,0.068287
LAV,95.098576,1
LAV,122.445221,0.208333
LAV,61.394166,0.813559
LAV,133.148916,0.307692
LAV,130.232056,1
LAV,132.469883,1
LAV,129.05285,0.3
LAV,71.164878,0.923077
LAV,107.150123,0.862069
LAV,100.347748,0.772727
LAV,110.137138,0.290323
LAV,118.126459,1
LAV,107.618076,0.313131
LAV,114.121643,0.482143
LAV,70.396825,0.931818
LAV,110.386188,0.809524
LAV,130.217176,1
LAV,74.758347,0.857143
LAV,110.486761,1
LAV,105.588581,0.22
LAV,99.946089,0.962963
LAV,101.580367,0.137778
LAV,102.705949,0.217857
LAV,94.070597,0.830189
LAV,74.059451,0.475
LAV,135.023702,1
LAV,127.087865,0.5
LAV,157.44361,1
LAV,65.155169,1
LAV,99.229394,0.944444
LAV,52.423816,0.928571
LAV,199.776,0.897638
LAV,100.692268,0.9
LAV,80.831868,0.875
LAV,112.600498,0.133987
LAV,116.540717,0.944444
LAV,110.065981,1
LAV,118.141339,1
LAV,110.065981,1
LAV,115.029377,0.875
LAV,92.900264,0.5
LAV,103.967254,0.132353
LAV,45.791109,1
LAV,50.627396,1
LAV,50.627396,1
LAV,82.822997,0.913043
LAV,86.975815,0.851852
LAV,108.424124,1
LAV,199.776,1
LAV,148.533683,0.203125
LAV,125.351128,1
LAV,113.518038,1
LAV,137.441845,0.9
LAV,76.140143,0.971429
LAV,68.148226,0.895833
LAV,80.831868,1
LAV,199.776,0.756579
LAV,148.368132,1
LAV,84.941477,0.682927
LAV,126.201817,0.196429
LAV,103.439033,0.966667
LAV,86.596792,1
LAV,70.766225,0.851064
LAV,104.817542,0.909091
LAV,144.099284,0.275862
LAV,110.776302,0.447368
LAV,123.297257,0.44
LAV,93.959905,0.444444
LAV,96.276367,1
LAV,129.581906,1
LAV,121.798524,0.888889
LAV,125.393471,0.114286
LAV,135.240094,0.75
LAV,147.330811,1
LAV,106.239879,0.22
LAV,94.388031,1
LAV,116.068867,0.309524
LAV,123.793634,0.882353
LAV,74.129271,1
LAV,66.274989,0.38764
LAV,112.006698,0.823529
LAV,52.227102,0.720588
LAV,86.400773,1
LAV,63.527099,0.426136
LAV,84.481403,1
LAV,65.91296,0.964286
LAV,50.627396,1
LAV,83.901761,1
LAV,87.855025,1
LAV,80.027199,0.914894
LAV,114.883386,1
LAV,142.516845,1
LAV,101.427321,0.9375
LAV,109.214166,0.954545
LAV,104.894258,0.958333
LAV,73.79383,1
LAV,29.756792,0.830986
LAV,93.728308,0.2
LAV,123.695026,0.316667
LAV,112.931894,0.5
LAV,109.547321,0.277778
LAV,113.294244,0.3125
LAV,115.763943,0.933333
LAV,128.073259,1
LAV,110.582207,1
LAV,116.424872,0.444444
LAV,75.48448,0.289474
LAV,131.309151,0.8
LAV,95.076773,0.448276
LAV,73.645025,0.299145
LAV,95.344888,1
LAV,115.35035,0.944444
LAV,75.059261,0.921569
LAV,199.776,0.781513
LAV,89.914786,1
LAV,103.673226,0.857143
LAV,81.869188,1
LAV,87.586481,0.309942
LAV,63.471466,0.84
LAV,98.310705,1
LAV,120.945679,1
LAV,103.891036,1
LAV,107.472679,0.411765
LAV,71.105084,0.860465
LAV,80.421612,0.833333
LAV,98.49149,1
LAV,76.755749,0.92
LAV,100.420917,0.909091
LAV,199.776,0.807018
LAV,80.242699,0.962963
LAV,122.422319,0.428571
LAV,92.922585,1
LAV,81.869188,1
LAV,102.005503,1
LAV,119.28001,1
LAV,37.522929,0.9
LAV,98.310705,0.923077
LAV,105.400471,1
LAV,84.003977,1
LAV,68.540264,0.941176
LAV,117.992534,0.833333
LAV,101.169694,0.5
LAV,82.661155,0.419753
LAV,-32.324953,0.808511
LAV,83.245429,0.09589
LAV,92.054094,0.821429
LAV,68.235072,1
LAV,140.606306,1
LAV,110.693463,0.966667
LAV,81.70519,0.481481
LAV,118.141339,0.296296
LAV,65.136256,1
LAV,89.31769,1
LAV,63.174817,1
LAV,88.981235,0.875
LAV,126.216698,1
LAV,127.953082,0.107143
LAV,98.34179,0.903226
LAV,99.6122,1
LAV,103.110411,1
LAV,111.622033,0.415254
LAV,95.91388,0.303571
LAV,76.66745,0.885714
LAV,86.052971,0.894737
LAV,59.554069,0.916667
LAV,181.20714,0.833333
LAV,103.87087,0.894737
LAV,141.868641,0.241379
LAV,100.572807,0.809524
LAV,120.027078,0.333333
LAV,84.107015,0.909091
LAV,92.512329,0.944444
LAV,128.050679,1
LAV,81.569712,1
LAV,46.907267,0.803279
LAV,115.029377,1
LAV,83.142302,1
LAV,128.007985,1
LAV,108.083195,0.904762
LAV,90.051283,0.857143
LAV,77.372509,1
LAV,149.383132,1
LAV,121.141698,1
LAV,94.864962,0.295082
LAV,80.143996,0.294574
LAV,130.217176,1
LAV,107.029707,0.445946
LAV,126.036498,0.423077
LAV,95.098576,1
LAV,77.849492,0.464286
LAV,95.344888,0.882353
LAV,122.156698,1
LAV,67.401075,0.928571
LAV,107.323736,1
LAV,82.974513,1
LAV,87.421624,0.935484
LAV,181.625044,1
LAV,108.662837,1
LAV,116.424872,1
LAV,51.369272,0.857143
LAV,107.707985,0.92
LAV,87.193239,0.272727
LAV,199.776,0.408257
LAV,86.660834,0.909091
LAV,72.676532,0.923077
LAV,62.939982,0.824324
LAV,94.590485,0.923077
LAV,97.507334,0.95
LAV,100.953302,0.5
LAV,98.482764,0.305556
LAV,62.450264,0.878049
LAV,50.627396,1
LAV,50.627396,1
LAV,124.344704,0.155556
LAV,110.065981,1
LAV,78.222334,0.973684
LAV,132.844272,1
LAV,122.701466,0.318182
LAV,93.113736,1
LAV,66.131617,0.809524
LAV,107.567045,0.353448
LAV,111.331477,0.923077
LAV,51.560014,0.445313
LAV,144.308132,1
LAV,110.842268,0.8
LAV,109.471367,0.769231
LAV,91.887433,0.464286
LAV,95.346312,0.961538
LAV,118.126459,1
LAV,81.908703,1
LAV,72.227209,0.972222
LAV,133.148916,0.216667
LAV,92.10142,0.848485
LAV,133.652801,0.097656
LAV,70.570264,0.969697
LAV,68.330895,1
LAV,88.063024,0.282051
LAV,186.640522,1
LAV,60.781861,0.934426
LAV,199.776,0.742857
LAV,37.521679,1
LAV,155.18013,0.5
LAV,109.080742,1
LAV,124.008332,0.069014
LAV,79.709602,1
LAV,124.097415,0.875
LAV,127.120094,0.875
LAV,98.222605,0.863636
LAV,83.520912,0.967742
LAV,70.391073,1
LAV,81.404102,0.972973
LAV,90.051283,0.875
LAV,67.13994,0.741935
LAV,85.78501,0.795455
LAV,102.968421,0.48
LAV,84.317926,0.944444
LAV,83.802532,0.965517
LAV,18.077785,0.901099
LAV,82.556192,1
LAV,93.505773,1
LAV,109.797507,1
LAV,107.021294,0.151648
LAV,114.164889,0.241071
LAV,103.528003,0.22619
LAV,86.596792,1
LAV,157.480081,0.133333
LAV,147.838828,0.306667
LAV,118.126459,1
LAV,135.232654,0.141026
LAV,80.44727,1
LAV,136.188132,0.9375
LAV,98.751551,1
LAV,113.191588,1
LAV,52.671769,1
LAV,63.24019,0.868421
LAV,152.253904,0.923077
LAV,96.764245,1
LAV,108.858042,0.471429
LAV,63.214146,1
LAV,99.4952,0.909091
LAV,68.919993,0.738095
LAV,76.23332,1
LAV,77.85383,1
LAV,90.701952,1
LAV,174.579566,1
LAV,71.68892,0.941176
LAV,50.627396,1
LAV,50.627396,1
LAV,50.627396,1
LAV,102.005503,1
LAV,95.975337,0.458333
LAV,95.975337,0.458333
LAV,103.975981,0.46
LAV,68.562585,0.303922
LAV,73.973438,0.892857
LAV,50.627396,1
LAV,127.172176,1
LAV,108.288449,0.909091
LAV,126.172056,0.294118
LAV,46.487777,0.871429
LAV,77.564421,0.144737
LAV,102.580909,0.3
LAV,112.931894,0.454545
LAV,114.966443,0.119816
LAV,68.293289,0.860465
LAV,107.629981,0.162791
LAV,94.265232,1
LAV,-7.981556,0.608974
LAV,105.946459,0.944444
LAV,102.005503,1
LAV,71.107212,0.933333
LAV,79.491792,0.857143
LAV,112.782985,0.85
LAV,98.396044,0.5
LAV,103.673226,1
LAV,84.481403,1
LAV,50.627396,1
LAV,103.975981,1
LAV,97.885981,0.888889
LAV,89.899905,1
LAV,110.582207,1
LAV,78.757226,1
LAV,35.782542,0.871429
LAV,88.3302,1
LAV,110.364841,0.9
LAV,38.269756,0.876543
LAV,112.036459,0.857143
LAV,114.051578,1
LAV,94.265232,1
LAV,113.738046,0.9
LAV,127.082719,0.431034
LAV,101.737029,1
LAV,85.225678,0.939394
LAV,86.428323,0.88
LAV,132.217415,1
LAV,111.05122,0.818182
LAV,119.563396,0.933333
LAV,154.41349,1
LAV,77.824069,1
LAV,89.63943,0.896552
LAV,121.688768,0.95
LAV,89.010154,1
LAV,119.563396,0.875
LAV,130.232056,1
LAV,89.899905,1
LAV,27.759614,1
LAV,102.035264,1
LAV,108.633285,0.944444
LAV,74.80883,1
LAV,100.80904,0.309524
LAV,-30.962623,1
LAV,199.776,0.391026
LAV,37.925953,0.9
LAV,118.547239,0.32381
LAV,120.126698,0.875
LAV,39.551679,1
LAV,110.065981,1
LAV,125.673596,0.037594
LAV,88.930172,0.933333
LAV,119.563396,0.9375
LAV,118.335411,1
LAV,112.657426,0.42
LAV,85.412459,0.089325
LAV,61.07709,0.955556
LAV,99.945742,1
LAV,130.978698,0.16
LAV,93.075229,0.425532
LAV,154.41349,1
LAV,95.344888,0.944444
LAV,140.606306,1
LAV,128.998976,0.772727
LAV,110.582207,0.481481
LAV,148.777623,0.857143
LAV,83.255595,0.807692
LAV,112.663524,0.888889
LAV,113.360031,0.272109
LAV,74.80883,1
LAV,88.95829,0.1125
LAV,91.929905,0.307692
LAV,92.285298,0.869565
LAV,86.30406,0.896552
LAV,96.234627,1
LAV,97.796698,0.866667
LAV,165.504088,1
LAV,113.518038,0.9375
LAV,102.93866,0.9375
LAV,128.073259,1
LAV,94.572437,0.925926
LAV,72.476712,0.878049
LAV,106.005981,1
LAV,90.326849,0.928571
LAV,105.301949,1
LAV,2.457998,0.764151
LAV,69.763591,1
LAV,96.767325,1
LAV,81.869188,1
LAV,126.24044,0.5
LAV,40.316283,0.877193
LAV,129.859002,0.888889
LAV,115.201128,0.25
LAV,109.744499,0.061625
LAV,65.869849,0.857143
LAV,113.738046,0.888889
LAV,89.659245,1
LAV,70.855566,0.928571
LAV,117.081698,1
LAV,127.769272,1
LAV,100.218736,0.928571
LAV,88.590359,0.215909
LAV,155.686604,0.875
LAV,42.342388,0.871429
LAV,93.661513,0.870968
LAV,134.247415,1
LAV,100.022717,0.952381
LAV,135.854071,0.305556
LAV,118.141339,0.8
LAV,110.364841,1
LAV,105.150511,0.136111
LAV,64.901044,0.886364
LAV,80.779786,0.933333
LAV,87.914547,1
LAV,144.308132,0.875
LAV,108.424124,0.916667
LAV,108.083195,0.904762
LAV,108.424124,0.246377
LAV,64.897543,1
LAV,88.128019,1
LAV,97.41275,0.386792
LAV,61.053998,0.795455
LAV,39.851373,0.925926
LAV,199.776,0.772727
LAV,84.481403,1
LAV,128.050679,1
LAV,161.861992,1
LAV,120.514841,1
LAV,85.081004,0.155789
LAV,77.824069,1
LAV,77.824069,1
LAV,74.80883,1
LAV,94.572507,1
LAV,100.489064,0.246377
LAV,93.407764,0.456522
LAV,116.73758,0.923077
LAV,76.508887,0.857143
LAV,97.507334,0.45
LAV,75.363613,0.9375
LAV,173.564566,1
LAV,77.369531,0.291667
LAV,97.065053,0.9
LAV,104.796909,0.454545
LAV,67.404324,0.974359
LAV,100.438882,0.891892
LAV,105.946459,1
LAV,68.748091,0.863636
LAV,68.371952,0.969697
LAV,75.020889,0.897436
LAV,199.776,0.236246
LAV,106.035742,1
LAV,100.125003,0.132743
LAV,75.430766,0.882353
LAV,91.820615,0.848485
LAV,89.330095,0.92
LAV,148.875632,0.25
LAV,128.07247,1
LAV,80.624779,0.96
LAV,105.677568,1
LAV,128.007985,1
LAV,119.82815,0.208333
LAV,134.247415,0.5
LAV,103.323396,1
LAV,64.592241,0.893617
LAV,119.218434,1
LAV,74.243871,0.895833
LAV,107.015854,0.954545
LAV,139.300094,0.5
LAV,170.519566,1
LAV,130.217176,0.857143
LAV,85.839905,1
LAV,144.64732,0.277778
LAV,93.633035,0.313131
LAV,174.549805,1
LAV,109.569261,1
LAV,105.946459,0.777778
LAV,105.050503,0.5
LAV,108.185411,1
LAV,103.331713,0.473684
LAV,131.029655,0.27451
LAV,103.673226,1
LAV,55.86149,0.447368
LAV,133.262176,1
LAV,107.053874,0.439394
LAV,93.870622,0.455882
LAV,129.100801,0.5
LAV,84.481403,1
LAV,103.259633,0.944444
LAV,122.694272,0.933333
LAV,94.930264,0.472222
LAV,84.802585,0.8125
LAV,76.056816,0.393617
LAV,118.141339,1
LAV,73.024988,0.961538
LAV,46.837322,0.886076
LAV,118.037176,1
LAV,127.85466,1
LAV,199.776,0.795918
LAV,93.945025,1
LAV,88.507748,0.954545
LAV,74.242329,0.972222
LAV,111.335158,0.153846
LAV,181.625044,1
LAV,95.381962,1
LAV,96.912864,0.183333
LAV,90.949405,0.925
LAV,77.824069,1
LAV,117.104019,0.5
LAV,181.625044,1
LAV,111.157956,0.325758
LAV,108.00622,0.785714
LAV,114.081339,1
LAV,80.268566,1
LAV,67.580448,0.923077
LAV,70.251726,0.829787
LAV,65.175833,0.454545
LAV,100.218736,1
LAV,26.302302,0.984127
LAV,199.776,0.846154
LAV,96.450595,1
LAV,85.616073,0.933333
LAV,106.005981,1
LAV,132.217415,1
LAV,96.333407,0.454545
LAV,59.375503,0.895833
LAV,74.570117,1
LAV,132.844272,1
LAV,80.882099,0.911111
LAV,67.87266,0.483333
LAV,77.555873,1
LAV,93.366843,0.266667
LAV,118.126459,0.223684
LAV,109.080742,1
LAV,147.353132,0.208333
LAV,113.518038,0.348837
LAV,41.525287,0.936508
LAV,60.140006,0.948718
LAV,74.479237,0.860465
LAV,78.361642,0.467742
LAV,132.844272,1
LAV,131.792691,1
LAV,113.69751,0.426471
LAV,98.687509,0.466667
LAV,103.716808,0.884615
LAV,103.349124,1
LAV,125.201698,1
LAV,106.090137,0.909091
LAV,100.124933,1
LAV,100.124933,1
LAV,101.990622,1
LAV,113.499124,1
LAV,126.172056,1
LAV,81.779905,0.823529
LAV,171.534566,1
LAV,92.500013,0.941176
LAV,74.488899,0.877551
LAV,108.984019,1
LAV,114.036698,0.928571
LAV,108.424124,0.9
LAV,131.309151,0.6
LAV,111.767672,0.234848
LAV,110.234405,0.894737
LAV,86.869786,1
LAV,106.416284,0.947368
LAV,142.307893,1
LAV,103.716808,0.961538
LAV,101.253367,0.396552
LAV,93.575222,0.296296
LAV,108.035981,1
LAV,50.270264,0.962264
LAV,93.486202,0.923077
LAV,150.35349,1
LAV,84.451851,1
LAV,71.76383,1
LAV,124.186698,1
LAV,112.954736,0.958333
LAV,102.798965,0.958333
LAV,127.120094,0.875
LAV,102.54995,0.4
LAV,153.788652,0.294118
LAV,115.35035,0.944444
LAV,75.854112,0.282609
LAV,95.710758,0.38
LAV,110.386188,0.818182
LAV,101.91622,1
LAV,110.877846,0.102431
LAV,89.31769,1
LAV,133.262176,1
LAV,106.035742,1
LAV,105.9911,1
LAV,66.067413,0.485714
LAV,80.690399,0.467391
LAV,101.174214,0.857143
LAV,104.553027,0.176
LAV,119.50041,0.094643
LAV,98.751551,0.9
LAV,133.036396,0.928571
LAV,172.549566,1
LAV,19.140705,0.857143
LAV,102.990742,1
LAV,130.187415,1
LAV,84.481403,1
LAV,103.259633,0.944444
LAV,91.795981,0.958333
LAV,101.904441,1
LAV,148.368132,0.75
LAV,150.368371,1
LAV,109.569261,0.681818
LAV,130.187415,0.692308
LAV,127.087865,0.305556
LAV,96.490764,1
LAV,92.381919,0.680851
LAV,35.432086,0.753623
LAV,88.981235,0.651163
LAV,81.869188,1
LAV,91.019694,1
LAV,92.243438,1
LAV,102.54995,0.472222
LAV,147.353132,1
LAV,77.842134,0.118681
LAV,98.73893,0.418919
LAV,91.342663,0.816327
LAV,107.737433,0.254902
LAV,119.788365,0.130952
LAV,89.29537,0.176744
LAV,94.698782,0.847826
LAV,110.842268,0.47619
LAV,101.945981,1
LAV,160.711514,0.233333
LAV,66.856867,0.9
LAV,107.117435,0.284553
LAV,71.68892,1
LAV,111.573913,0.9
LAV,84.481403,1
LAV,85.616073,0.933333
LAV,103.869245,1
LAV,77.675264,0.923077
LAV,134.95966,1
LAV,31.92753,0.885714
LAV,118.126459,1
LAV,97.930622,1
LAV,130.409139,0.099138
LAV,81.592036,1
LAV,112.484611,0.666667
LAV,91.087844,0.761905
LAV,76.299864,0.826087
LAV,132.814719,0.944444
LAV,102.598163,0.894737
LAV,95.037,1
LAV,199.776,0.838235
LAV,116.681447,1
LAV,110.065981,1
LAV,142.322773,1
LAV,129.194736,0.875
LAV,124.596188,1
LAV,95.855981,0.5
LAV,111.636708,0.2375
LAV,72.151973,0.9
LAV,102.017595,0.222222
LAV,102.798965,0.777778
LAV,178.594924,1
LAV,94.572437,0.962963
LAV,111.764291,0.301075
LAV,123.149377,0.313725
LAV,113.200785,0.174545
LAV,121.478322,0.458333
LAV,74.09269,0.95
LAV,88.601551,0.9
LAV,127.85466,1
LAV,51.249331,1
LAV,93.900383,1
LAV,87.33573,0.911765
LAV,97.065053,0.95
LAV,109.326547,0.892857
LAV,129.741003,0.1
LAV,121.082176,1
LAV,68.063046,0.944444
LAV,96.900742,0.8125
LAV,89.010154,0.442308
LAV,109.695249,0.447368
LAV,104.390478,0.377551
LAV,92.228766,0.268293
LAV,96.960264,1
LAV,71.915207,0.225806
LAV,66.486767,0.822581
LAV,105.20567,0.453125
LAV,90.051283,1
LAV,107.323736,1
LAV,123.676634,0.909091
LAV,122.156698,0.833333
LAV,129.859002,0.30303
LAV,118.052056,1
LAV,135.512911,1
LAV,60.299969,1
LAV,117.518098,0.913043
LAV,71.107212,0.933333
LAV,135.05767,0.5
LAV,84.802585,0.764706
LAV,142.322773,1
LAV,125.608755,0.9375
LAV,103.587837,1
LAV,128.007985,1
LAV,104.144811,0.935484
LAV,149.418711,0.216667
LAV,89.757254,0.457143
LAV,72.340934,0.90625
LAV,89.63943,0.931034
LAV,117.104019,1
LAV,68.026257,0.847826
LAV,83.953136,0.216981
LAV,124.100833,0.168
LAV,93.437837,1
LAV,101.737029,1
LAV,84.989633,0.729167
LAV,89.721339,0.96875
LAV,121.261159,0.170213
LAV,44.598652,0.39781
LAV,142.322773,1
LAV,133.655759,0.305556
LAV,178.594924,1
LAV,84.481403,1
LAV,66.90641,0.775
LAV,76.166314,0.661017
LAV,141.285453,0.5
LAV,102.93866,0.9375
LAV,93.603783,0.212121
LAV,78.809308,1
LAV,73.918019,0.892857
LAV,45.304072,0.309179
LAV,81.854308,1
LAV,57.330622,0.723077
LAV,116.414429,0.291667
LAV,130.172534,0.916667
LAV,146.338132,1
LAV,71.08513,0.785714
LAV,74.177375,0.410256
LAV,88.95924,0.479167
LAV,121.141698,0.5
LAV,98.990264,1
LAV,69.629666,1
LAV,118.503569,0.27907
LAV,113.836573,0.882353
LAV,104.647687,0.255814
LAV,114.711297,0.124242
LAV,83.854547,1
LAV,117.14122,0.428571
LAV,118.335411,0.5
LAV,79.257598,0.903226
LAV,67.166881,0.967742
LAV,72.589714,0.877551
LAV,93.309754,0.777778
LAV,90.051283,1
LAV,117.687207,1
LAV,71.625116,0.425926
LAV,103.587227,0.130081
LAV,125.308947,0.472222
LAV,144.308132,0.888889
LAV,109.107663,0.197368
LAV,68.600203,0.891304
LAV,128.493681,0.320988
LAV,111.03305,0.16129
LAV,103.826551,1
LAV,98.902263,0.214286
LAV,45.671107,0.287234
LAV,82.302807,0.916667
LAV,92.553386,0.818182
LAV,81.561825,0.818182
LAV,50.128622,1
LAV,74.80883,1
LAV,74.80883,1
LAV,101.901339,0.863636
LAV,114.09622,1
LAV,105.006193,0.299435
LAV,126.186937,0.666667
LAV,105.780201,0.826087
LAV,82.391881,1
LAV,86.437626,0.85
LAV,87.735981,0.892857
LAV,118.267574,0.5
LAV,89.940209,0.444444
LAV,91.019694,1
LAV,106.724386,0.941176
LAV,112.006698,1
LAV,-8.997934,0.766667
LAV,103.572957,0.147945
LAV,96.835684,0.142857
LAV,92.512329,0.944444
LAV,88.362837,1
LAV,70.431578,0.918919
LAV,146.338132,0.458333
LAV,110.582207,1
LAV,93.92245,0.823529
LAV,73.481339,0.816327
LAV,41.688415,1
LAV,199.776,0.810811
LAV,99.483196,0.818182
LAV,81.765025,1
LAV,112.414135,0.472222
LAV,116.424872,1
LAV,89.078977,1
LAV,65.869849,1
LAV,113.562947,0.161194
LAV,98.602746,0.467742
LAV,120.948759,1
LAV,123.149377,1
LAV,81.809666,1
LAV,124.100307,0.271605
LAV,137.441845,1
LAV,138.414151,1
LAV,199.776,0.922078
LAV,96.024293,0.375
LAV,116.864568,0.194444
LAV,100.572807,1
LAV,141.263132,0.916667
LAV,117.104019,1
LAV,124.48535,0.888889
LAV,108.662837,1
LAV,136.751434,0.5
LAV,147.330811,1
LAV,120.414602,0.428571
LAV,147.592262,1
LAV,125.470415,0.141975
LAV,112.036459,1
LAV,92.900264,1
LAV,114.883386,0.818182
LAV,101.169694,1
LAV,98.87122,0.952381
LAV,96.764245,0.928571
LAV,96.764245,1
LAV,66.145415,0.964286
LAV,92.840742,0.219828
LAV,86.183407,0.703704
LAV,83.949516,0.769231
LAV,95.346312,0.961538
LAV,123.66463,0.95
LAV,118.103884,0.941176
LAV,87.325678,0.461538
LAV,100.786299,0.316667
LAV,101.737029,0.933333
LAV,107.421745,0.291667
LAV,101.960861,0.916667
LAV,113.191588,0.928571
LAV,145.323132,1
LAV,117.687207,1
LAV,70.570889,0.85
LAV,136.866508,0.916667
LAV,83.142302,1
LAV,77.824069,1
LAV,118.037176,1
LAV,100.813504,0.40625
LAV,126.085875,0.88
LAV,174.579566,1
LAV,104.018675,0.158904
LAV,120.632029,0.846154
LAV,78.222334,0.842105
LAV,68.748091,0.909091
LAV,80.869694,0.866667
LAV,96.721481,0.333333
LAV,114.232717,1
LAV,119.598163,0.304348
LAV,81.765025,1
LAV,34.575024,0.730337
LAV,64.019755,0.967742
LAV,154.040436,1
LAV,128.007985,1
LAV,53.464069,0.878788
LAV,83.760137,0.785714
LAV,92.054094,0.821429
LAV,89.659245,0.956522
LAV,109.107165,0.826087
LAV,110.842268,1
LAV,130.232056,0.444444
LAV,199.776,0.811111
LAV,80.827,0.964286
LAV,107.020981,0.472222
LAV,41.060861,0.777778
LAV,56.731235,0.891892
LAV,95.344888,1
LAV,62.688352,1
LAV,144.597495,0.772727
LAV,94.153977,1
LAV,118.335411,1
LAV,114.09622,0.5
LAV,152.134104,0.30303
LAV,132.605558,0.75
LAV,146.338132,1
LAV,66.520518,1
LAV,70.073924,0.875
LAV,119.111698,1
LAV,114.081339,1
LAV,101.427321,1
LAV,74.80883,1
LAV,97.389956,0.289855
LAV,84.481403,1
LAV,104.817542,1
LAV,108.526143,0.465517
LAV,147.860632,0.3
LAV,88.041661,0.923077
LAV,162.488849,1
LAV,113.738046,1
LAV,108.00622,0.916667
LAV,86.400773,0.857143
LAV,112.240663,0.447368
LAV,43.515581,0.95
LAV,118.335411,1
LAV,100.124933,1
LAV,110.872237,0.304348
LAV,75.871315,1
LAV,129.194736,0.291667
LAV,74.835876,0.902439
LAV,145.323132,0.857143
LAV,145.979958,1
LAV,106.050622,1
LAV,97.259263,0.962963
LAV,88.124124,0.875
LAV,113.480971,0.307692
LAV,92.231867,0.96
LAV,74.116338,0.217172
LAV,109.569261,0.882353
LAV,71.994754,1
LAV,96.960264,1
LAV,80.831868,1
LAV,44.012298,0.87234
LAV,85.032732,1
LAV,121.082176,1
LAV,114.121643,0.209821
LAV,71.28145,0.980769
LAV,108.424124,1
LAV,124.204151,0.857143
LAV,99.239314,0.262821
LAV,120.445722,0.139344
LAV,103.850331,0.869565
LAV,124.754241,0.944444
LAV,77.824069,1
LAV,81.496134,1
LAV,83.424028,0.434783
LAV,98.189762,1
LAV,50.627396,1
LAV,162.459088,1
LAV,84.481403,1
LAV,53.627754,1
LAV,110.495358,0.8125
LAV,53.642635,1
LAV,118.126459,1
LAV,142.307893,0.458333
LAV,97.557985,0.942857
LAV,95.484469,0.878788
LAV,102.306635,0.305556
LAV,103.673226,1
LAV,121.141698,1
LAV,116.769185,0.056122
LAV,166.504207,1
LAV,99.542718,0.17377
LAV,116.424872,1
LAV,109.976698,0.944444
LAV,160.458849,1
LAV,81.854308,1
LAV,142.322773,1
LAV,121.074736,0.9375
LAV,113.264931,0.416667
LAV,117.104019,1
LAV,142.953353,0.923077
LAV,108.633285,1
LAV,86.04576,0.923077
LAV,83.64622,0.861111
LAV,109.633196,0.475
LAV,65.644069,0.888889
LAV,125.960417,0.231481
LAV,186.043426,1
LAV,159.141094,1
LAV,108.364394,1
LAV,106.724386,1
LAV,86.596792,1
LAV,115.323122,0.289216
LAV,199.776,0.837209
LAV,133.083089,0.194444
LAV,103.331713,0.473684
LAV,111.672637,0.305556
LAV,140.292773,0.458333
LAV,118.126459,0.5
LAV,103.869245,0.636364
LAV,152.232113,1
LAV,88.303177,0.962963
LAV,137.441845,0.9
LAV,103.891036,1
LAV,115.029377,1
LAV,54.627874,1
LAV,117.491188,0.857143
LAV,136.277415,0.45
LAV,113.260411,0.909091
