@relation 'textClassifier-weka.filters.unsupervised.attribute.Remove-R25-34,50'

@attribute class {EGY,GLF,LAV,MSA,NOR}
@attribute uniqueTags numeric
@attribute /CD numeric
@attribute /DT numeric
@attribute /DTJJ numeric
@attribute /DTJJR numeric
@attribute /DTNN numeric
@attribute /DTNNP numeric
@attribute /DTNNS numeric
@attribute /IN numeric
@attribute /JJ numeric
@attribute /NN numeric
@attribute /NNP numeric
@attribute /NNS numeric
@attribute /NOUN numeric
@attribute /PRP numeric
@attribute /RB numeric
@attribute /RP numeric
@attribute /UH numeric
@attribute /VBD numeric
@attribute /VBN numeric
@attribute /VBP numeric
@attribute /WP numeric
@attribute /WRB numeric
@attribute Adverbials numeric
@attribute Adverbs numeric
@attribute ConjSub numeric
@attribute Conjunctions numeric
@attribute Demonstratives numeric
@attribute Modals numeric
@attribute Negation numeric
@attribute Particles numeric
@attribute Prepositionals numeric
@attribute Prepositions numeric
@attribute Pronoun numeric
@attribute Quantitives numeric
@attribute QuestionWords numeric
@attribute Relatives numeric
@attribute StopWords numeric

@data
MSA,11,1,0,2,0,5,0,0,2,1,5,0,1,0,0,0,1,0,3,0,1,1,0,0,0,0,2,0,0,0,0,0,2,0,1,2,2,5
MSA,5,0,0,0,0,1,0,0,1,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2
MSA,11,0,0,4,0,4,2,0,3,2,15,4,1,0,0,0,0,0,4,0,6,0,1,0,0,1,1,0,0,0,3,1,3,0,0,1,1,9
MSA,4,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MSA,8,0,0,2,0,4,1,2,6,0,10,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,2,2,7
MSA,4,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2
MSA,12,1,0,1,0,4,1,0,6,2,7,6,2,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,2,1,1,9
MSA,5,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,9,0,1,1,0,4,1,0,1,0,6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
MSA,8,1,0,0,0,5,2,1,4,0,8,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
MSA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,5,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MSA,6,0,0,2,0,2,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
MSA,2,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,5,0,0,0,0,1,2,3,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,6,0,0,1,0,2,0,0,0,0,2,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
MSA,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,4,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
MSA,3,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,11,0,1,1,1,5,0,0,6,3,8,1,1,0,0,0,0,0,2,0,3,0,0,0,0,0,3,1,0,0,0,0,5,0,0,0,0,6
MSA,10,0,0,0,0,2,1,2,3,2,6,1,2,0,0,0,0,0,0,0,3,1,0,0,0,0,2,0,0,0,1,0,2,0,0,1,1,3
MSA,4,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
MSA,8,0,0,0,0,0,0,1,1,2,3,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
MSA,6,0,0,0,0,1,1,0,3,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
MSA,14,1,0,3,0,7,0,3,11,5,20,4,3,1,0,0,1,0,2,0,8,2,0,0,0,1,6,0,0,1,0,2,9,0,0,4,6,17
MSA,11,0,0,0,0,1,0,2,4,3,8,2,1,0,0,0,1,0,1,0,3,1,0,0,0,0,4,0,0,1,0,0,3,0,0,3,3,5
MSA,13,0,1,3,0,7,0,1,5,2,10,1,1,1,0,0,2,0,1,0,4,0,0,0,0,0,1,1,0,2,0,3,2,0,0,0,0,7
MSA,13,1,1,1,0,2,0,1,2,3,8,3,2,0,0,0,1,0,0,0,2,1,0,0,0,0,0,1,0,1,0,2,4,0,0,1,0,8
MSA,8,1,0,0,0,2,0,0,2,0,3,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,3
MSA,6,1,0,0,0,1,0,0,2,0,4,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,2
MSA,7,1,0,0,0,2,0,0,1,1,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
MSA,11,0,0,1,0,3,1,0,2,2,4,9,1,1,0,0,0,0,3,0,2,0,0,0,0,0,2,0,0,0,1,0,2,0,0,2,2,4
MSA,10,0,1,1,0,3,1,0,4,5,14,2,0,0,0,0,0,0,5,0,1,0,0,0,0,0,1,1,0,0,1,1,2,0,0,1,1,8
MSA,4,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2
MSA,7,0,0,1,0,4,0,1,1,0,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,1,2
MSA,15,0,0,2,0,2,0,1,2,1,10,1,1,1,1,1,2,0,2,0,2,1,0,0,1,0,0,0,0,1,0,0,2,1,1,3,2,9
MSA,10,0,0,0,0,2,0,1,2,2,13,5,2,0,0,0,0,0,1,0,4,1,0,0,0,0,2,0,0,0,2,0,2,0,0,3,2,8
MSA,7,0,0,1,0,2,0,0,1,0,5,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,3
MSA,14,0,0,1,0,5,0,2,3,5,16,4,3,1,1,1,1,0,4,0,0,1,0,0,1,0,0,0,0,0,1,4,5,1,1,1,2,15
MSA,4,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,4,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,14,0,0,2,0,8,6,1,10,10,16,8,4,1,2,1,0,0,4,0,3,0,0,0,2,0,0,0,0,0,0,1,11,2,1,3,3,18
MSA,7,0,1,1,0,4,0,0,1,0,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,4
MSA,5,0,1,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
MSA,5,0,0,1,0,0,0,0,2,0,4,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4
MSA,13,0,1,2,0,5,0,0,4,10,12,0,2,0,0,2,1,0,3,1,2,1,0,0,1,0,1,1,0,1,0,0,2,0,0,1,1,9
MSA,10,0,0,0,0,3,0,0,3,2,13,3,2,0,0,0,3,0,5,0,4,1,0,0,0,0,3,0,0,3,2,2,5,0,0,2,3,13
MSA,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
MSA,6,0,1,0,0,2,0,0,1,1,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,5
MSA,5,0,0,1,0,0,0,0,1,0,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,3
MSA,9,0,1,0,0,2,1,0,1,0,2,2,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,5
MSA,4,0,1,2,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2
MSA,4,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2
MSA,13,0,0,1,0,4,0,1,1,3,13,4,0,1,1,0,2,0,5,0,4,1,0,0,0,0,2,0,0,1,5,1,0,1,1,1,2,11
MSA,7,0,0,0,0,5,0,0,1,3,7,3,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,2,1,0,0,1,1,5
MSA,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,9,0,0,1,0,4,0,0,2,3,6,7,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,4
MSA,9,0,2,6,0,8,0,0,3,3,8,0,0,0,1,0,0,0,0,0,3,1,0,1,0,0,0,2,0,0,1,1,3,1,0,1,1,9
MSA,10,0,1,2,0,3,0,0,1,0,6,1,0,0,0,0,0,0,1,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4
MSA,9,0,0,1,0,2,0,0,3,3,14,3,0,0,0,0,1,0,2,0,2,0,0,1,0,0,0,0,0,0,1,2,3,0,0,2,2,8
MSA,6,0,2,1,0,2,0,0,0,2,0,5,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,2
MSA,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,11,0,0,3,0,3,0,2,5,0,9,4,1,0,0,0,1,0,2,0,2,1,0,0,0,0,1,0,0,1,1,0,4,0,0,1,2,8
MSA,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,2
MSA,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,2
MSA,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,6,0,0,0,0,2,0,2,2,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,3
MSA,8,0,0,0,0,1,0,0,3,1,3,1,0,0,0,0,1,0,1,0,3,0,0,0,0,0,1,0,0,1,0,0,2,0,0,1,1,4
MSA,4,0,0,0,0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
MSA,10,0,1,2,0,6,1,1,8,0,16,10,0,3,0,0,0,0,0,0,8,0,0,0,0,1,1,1,0,0,0,1,6,0,2,3,3,12
MSA,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,5,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3
MSA,4,0,0,0,0,1,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2
MSA,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,13,0,0,0,0,4,1,2,1,1,13,3,1,1,0,0,1,0,1,0,3,1,0,0,0,0,1,0,0,1,0,1,2,0,1,0,1,5
MSA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,12,0,1,0,0,4,0,0,3,1,5,1,2,1,0,0,1,0,3,0,2,2,0,0,0,0,0,1,0,0,0,0,1,0,0,2,3,5
MSA,9,0,1,0,0,4,0,0,4,0,5,1,0,1,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,0,0,2,3,0,1,1,2,8
MSA,11,0,0,0,0,1,2,1,1,2,6,3,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3
MSA,5,0,0,0,0,4,0,0,3,0,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,1,1,5
MSA,7,0,0,0,0,4,0,0,1,0,7,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,2,4
MSA,5,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3
MSA,4,0,0,1,0,4,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
MSA,7,0,0,1,0,2,0,1,0,0,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MSA,6,0,1,0,0,4,0,0,2,1,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,4
MSA,15,0,2,9,0,16,3,3,9,5,37,5,1,3,1,0,0,0,4,0,12,3,0,0,1,0,1,2,1,1,1,0,8,1,3,2,3,24
MSA,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,10,0,0,1,0,6,0,0,4,2,14,5,1,0,0,0,2,0,2,0,2,0,0,0,0,0,1,0,0,2,2,0,3,0,0,0,1,9
MSA,7,1,0,1,0,1,0,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
MSA,8,1,0,1,0,1,0,0,0,2,9,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
MSA,7,0,1,0,0,2,0,0,0,0,4,5,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,7
MSA,6,0,0,0,0,3,0,0,4,5,8,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,4,0,3,0,0,0,0,7
MSA,7,0,0,3,0,2,0,0,2,0,6,9,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,3
MSA,9,0,1,0,0,3,2,0,4,0,3,0,0,0,1,0,3,0,2,0,1,0,0,0,0,0,1,1,0,1,0,0,2,1,0,2,0,7
MSA,7,0,0,2,0,3,0,0,1,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,3
MSA,6,0,0,4,0,11,0,0,5,0,14,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,6,0,0,2,2,7
MSA,5,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,4,0,0,0,0,0,3,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,7,0,1,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
MSA,6,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,12,0,1,0,0,0,1,1,1,1,5,0,0,1,0,0,1,0,0,1,1,2,1,0,0,0,0,1,0,0,0,1,1,0,1,1,2,6
MSA,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,7,0,0,0,0,1,0,0,3,0,7,0,0,1,0,1,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,1,3,0,1,2,2,8
MSA,7,0,0,1,0,2,0,0,2,0,5,6,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,2
MSA,10,0,1,0,0,7,0,0,7,2,5,0,2,1,1,1,0,0,0,0,1,0,0,0,1,0,4,1,0,0,0,0,6,1,0,1,1,10
MSA,6,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2
MSA,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,8,0,1,1,0,5,0,0,2,0,4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,1,0,0,0,5
MSA,5,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MSA,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MSA,8,0,0,0,0,2,1,0,1,0,5,1,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2
MSA,11,0,0,2,0,5,0,1,6,1,8,2,1,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,1,6,0,0,2,3,12
MSA,10,0,0,4,0,11,0,0,3,1,17,2,0,0,0,0,1,0,2,0,6,4,0,0,1,0,2,0,0,2,0,2,3,0,0,1,5,13
MSA,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
MSA,8,0,1,0,0,2,1,0,1,2,3,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,3
MSA,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,4,0,0,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,6,0,0,0,0,3,0,0,1,0,2,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2
MSA,5,0,0,0,0,2,0,0,1,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,2
MSA,7,0,0,1,0,5,0,0,3,0,8,5,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3
MSA,9,0,0,0,0,4,0,1,1,2,6,1,0,1,0,0,2,0,0,0,3,0,0,0,0,0,2,0,0,2,0,1,1,0,0,1,0,6
MSA,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
MSA,12,0,1,1,0,8,0,2,3,1,14,3,2,0,0,0,1,0,2,0,2,0,0,0,0,0,0,1,0,0,1,4,2,0,0,1,0,7
MSA,6,0,1,0,0,4,0,0,2,0,7,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,4
MSA,13,0,1,2,1,7,1,4,12,0,13,0,2,0,0,0,1,0,0,1,7,1,0,0,0,0,2,1,0,1,0,0,9,0,0,3,3,17
MSA,3,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,6,0,1,0,0,1,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
MSA,9,0,0,0,0,3,2,1,2,0,8,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,3,3
MSA,10,0,0,5,0,2,0,4,0,0,6,0,0,1,2,2,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,9
MSA,6,0,0,1,0,3,0,0,1,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
MSA,8,0,0,2,0,5,0,0,2,0,6,2,0,0,0,0,1,0,2,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MSA,10,0,1,1,0,1,0,0,1,1,5,0,0,1,0,0,2,0,1,0,2,0,0,0,0,0,4,1,0,3,0,0,0,0,0,0,0,5
MSA,5,0,0,0,0,4,1,0,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,1,1,1,3
MSA,9,0,1,0,0,2,0,1,2,0,2,0,1,0,1,0,0,0,1,0,3,0,0,0,0,0,3,1,0,0,1,0,1,0,0,0,0,4
MSA,13,0,1,3,0,6,0,1,0,1,4,2,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,6
MSA,6,0,0,0,0,0,0,0,1,1,3,2,0,0,0,0,2,0,0,0,5,0,0,0,0,0,3,0,0,2,1,0,1,0,0,2,1,4
MSA,8,0,0,0,0,4,0,0,6,2,13,6,0,1,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,2,7
MSA,5,0,0,0,0,0,0,0,0,2,5,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MSA,15,0,1,4,0,5,2,4,5,6,34,3,1,0,1,0,1,0,2,0,5,1,0,0,0,0,0,1,0,1,2,1,6,1,0,2,2,16
MSA,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MSA,3,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,12,0,0,0,0,3,2,1,2,2,7,6,1,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,4
MSA,8,0,0,0,0,3,0,2,2,0,6,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,3,2,0,0,1,1,4
MSA,11,0,0,0,0,4,1,0,3,2,9,2,1,0,1,0,1,0,4,0,0,2,0,0,0,1,1,0,0,0,0,0,2,1,0,2,0,8
MSA,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,9,0,0,1,0,5,0,0,1,0,8,4,0,2,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,5
MSA,3,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,4
MSA,10,0,1,0,0,3,0,0,4,1,9,2,0,0,0,0,1,0,1,0,3,1,0,0,0,0,0,1,0,1,1,1,4,0,1,1,1,11
MSA,10,0,0,1,0,3,0,1,1,4,12,1,0,0,1,0,0,0,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,7
MSA,8,0,0,0,0,1,0,0,1,2,0,2,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3
MSA,8,0,0,0,0,4,0,0,1,1,7,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,3
MSA,9,0,0,2,0,6,0,1,2,0,13,2,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,3
MSA,8,0,0,0,0,2,0,0,2,0,12,0,2,0,0,1,1,0,2,0,2,0,0,0,1,0,6,0,0,1,1,1,2,0,0,0,0,9
MSA,11,0,0,0,0,3,1,0,1,1,7,5,0,2,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,1,0,2,0,2,2,2,5
MSA,13,0,0,1,0,8,1,1,2,2,14,2,1,0,1,0,3,0,0,0,8,3,0,0,0,0,4,0,0,3,0,1,3,1,0,0,1,11
MSA,3,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MSA,3,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,13,0,0,3,0,13,1,0,8,1,21,10,3,2,1,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0,2,0,8,2,2,1,3,16
MSA,5,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MSA,4,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
