@relation 'textClassifier-weka.filters.unsupervised.attribute.Remove-R25,50'

@attribute class {EGY,GLF,LAV,MSA,NOR}
@attribute uniqueTags numeric
@attribute /CD numeric
@attribute /DT numeric
@attribute /DTJJ numeric
@attribute /DTJJR numeric
@attribute /DTNN numeric
@attribute /DTNNP numeric
@attribute /DTNNS numeric
@attribute /IN numeric
@attribute /JJ numeric
@attribute /NN numeric
@attribute /NNP numeric
@attribute /NNS numeric
@attribute /NOUN numeric
@attribute /PRP numeric
@attribute /RB numeric
@attribute /RP numeric
@attribute /UH numeric
@attribute /VBD numeric
@attribute /VBN numeric
@attribute /VBP numeric
@attribute /WP numeric
@attribute /WRB numeric
@attribute pureMSA numeric
@attribute pureEGY numeric
@attribute pureGLF numeric
@attribute pureLAV numeric
@attribute pureNOR numeric
@attribute MSAEGY numeric
@attribute MSAGLF numeric
@attribute MSALAV numeric
@attribute MSANOR numeric
@attribute Adverbials numeric
@attribute Adverbs numeric
@attribute ConjSub numeric
@attribute Conjunctions numeric
@attribute Demonstratives numeric
@attribute Modals numeric
@attribute Negation numeric
@attribute Particles numeric
@attribute Prepositionals numeric
@attribute Prepositions numeric
@attribute Pronoun numeric
@attribute Quantitives numeric
@attribute QuestionWords numeric
@attribute Relatives numeric
@attribute StopWords numeric

@data
MSA,10,0,0,0,0,6,0,0,1,2,17,1,0,0,0,0,1,0,1,0,3,2,1,8,0,0,0,2,28,21,28,19,1,0,0,2,0,0,1,1,3,0,0,0,2,2,5
MSA,11,0,0,1,0,6,0,0,6,1,12,0,1,1,0,2,0,0,2,1,3,0,0,11,1,0,0,2,28,24,26,25,0,1,0,2,0,0,0,1,0,6,0,2,2,1,10
MSA,6,0,0,2,0,2,0,0,2,1,3,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,6,6,7,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
MSA,12,0,1,0,0,6,0,1,5,2,6,1,1,0,1,1,1,0,0,0,3,0,0,11,3,1,0,0,19,19,21,18,0,0,0,1,1,0,1,1,1,2,1,0,0,0,10
MSA,14,1,2,1,0,13,2,1,3,3,20,6,0,1,0,0,2,0,4,0,3,0,0,18,2,2,1,1,47,41,44,34,0,0,0,0,2,0,2,0,1,3,0,1,2,1,9
MSA,11,1,0,2,0,5,0,0,2,1,5,0,1,0,0,0,1,0,3,0,1,1,0,6,0,2,1,1,15,16,14,12,0,0,0,2,0,0,0,0,0,2,0,1,2,2,5
MSA,5,0,0,0,0,1,0,0,1,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,4,5,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2
MSA,11,0,0,4,0,4,2,0,3,2,15,4,1,0,0,0,0,0,4,0,6,0,1,13,1,0,1,0,30,25,32,24,0,0,1,1,0,0,0,3,1,3,0,0,1,1,9
MSA,4,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,3,0,2,3,5,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MSA,8,0,0,2,0,4,1,2,6,0,10,7,0,0,0,0,0,0,2,0,0,0,0,16,0,5,1,0,17,14,16,12,0,0,0,0,0,0,0,0,1,6,0,0,2,2,7
MSA,4,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2
MSA,12,1,0,1,0,4,1,0,6,2,7,6,2,2,0,0,0,0,2,0,1,0,0,10,0,1,1,1,20,21,23,19,0,0,0,0,0,0,0,0,0,4,0,2,1,1,9
MSA,5,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,9,0,1,1,0,4,1,0,1,0,6,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,10,9,13,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
MSA,8,1,0,0,0,5,2,1,4,0,8,5,0,0,0,0,0,0,1,0,0,0,0,3,1,2,0,0,15,14,19,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
MSA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,5,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MSA,6,0,0,2,0,2,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,4,6,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
MSA,2,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,5,0,0,0,0,1,2,3,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,1,0,3,2,0,1,5,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,6,0,0,1,0,2,0,0,0,0,2,2,1,0,0,0,0,0,0,0,2,0,0,0,1,0,1,2,5,7,9,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
MSA,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,4,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,2,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
MSA,3,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,11,0,1,1,1,5,0,0,6,3,8,1,1,0,0,0,0,0,2,0,3,0,0,8,2,0,2,3,21,17,22,19,0,0,0,3,1,0,0,0,0,5,0,0,0,0,6
MSA,10,0,0,0,0,2,1,2,3,2,6,1,2,0,0,0,0,0,0,0,3,1,0,3,0,2,1,0,11,12,16,11,0,0,0,2,0,0,0,1,0,2,0,0,1,1,3
MSA,4,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,4,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
MSA,8,0,0,0,0,0,0,1,1,2,3,0,1,0,0,0,0,0,1,1,1,0,0,3,0,1,1,0,4,7,7,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
MSA,6,0,0,0,0,1,1,0,3,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,6,6,7,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
MSA,14,1,0,3,0,7,0,3,11,5,20,4,3,1,0,0,1,0,2,0,8,2,0,22,1,2,1,2,53,48,53,35,0,0,1,6,0,0,1,0,2,9,0,0,4,6,17
MSA,11,0,0,0,0,1,0,2,4,3,8,2,1,0,0,0,1,0,1,0,3,1,0,2,0,2,2,2,23,15,18,14,0,0,0,4,0,0,1,0,0,3,0,0,3,3,5
MSA,13,0,1,3,0,7,0,1,5,2,10,1,1,1,0,0,2,0,1,0,4,0,0,9,3,3,1,1,26,28,27,22,0,0,0,1,1,0,2,0,3,2,0,0,0,0,7
MSA,13,1,1,1,0,2,0,1,2,3,8,3,2,0,0,0,1,0,0,0,2,1,0,9,1,2,0,1,20,18,16,11,0,0,0,0,1,0,1,0,2,4,0,0,1,0,8
MSA,8,1,0,0,0,2,0,0,2,0,3,1,0,0,0,0,0,0,1,0,2,1,0,7,0,1,1,0,5,5,6,5,0,0,0,0,0,0,0,0,0,2,0,0,1,1,3
MSA,6,1,0,0,0,1,0,0,2,0,4,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,6,6,5,0,0,0,0,0,0,0,0,0,2,0,0,1,1,2
MSA,7,1,0,0,0,2,0,0,1,1,4,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,7,8,9,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
MSA,11,0,0,1,0,3,1,0,2,2,4,9,1,1,0,0,0,0,3,0,2,0,0,10,1,2,0,1,15,15,16,12,0,0,0,2,0,0,0,1,0,2,0,0,2,2,4
MSA,10,0,1,1,0,3,1,0,4,5,14,2,0,0,0,0,0,0,5,0,1,0,0,13,0,1,0,0,26,23,20,22,0,0,0,1,1,0,0,1,1,2,0,0,1,1,8
MSA,4,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2
MSA,7,0,0,1,0,4,0,1,1,0,4,2,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,9,10,11,5,0,0,0,0,0,0,0,1,1,2,0,0,1,1,2
MSA,15,0,0,2,0,2,0,1,2,1,10,1,1,1,1,1,2,0,2,0,2,1,0,10,0,1,1,2,20,19,23,17,0,1,0,0,0,0,1,0,0,2,1,1,3,2,9
MSA,10,0,0,0,0,2,0,1,2,2,13,5,2,0,0,0,0,0,1,0,4,1,0,9,2,2,0,1,23,20,21,19,0,0,0,2,0,0,0,2,0,2,0,0,3,2,8
MSA,7,0,0,1,0,2,0,0,1,0,5,2,0,0,1,0,0,0,0,0,1,0,0,2,0,2,0,1,8,9,7,6,0,0,0,0,0,0,0,0,0,1,1,0,1,0,3
MSA,14,0,0,1,0,5,0,2,3,5,16,4,3,1,1,1,1,0,4,0,0,1,0,17,1,2,2,1,29,30,29,19,0,1,0,0,0,0,0,1,4,5,1,1,1,2,15
MSA,4,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,4,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,4,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,14,0,0,2,0,8,6,1,10,10,16,8,4,1,2,1,0,0,4,0,3,0,0,19,3,1,8,3,50,42,55,42,0,2,0,0,0,0,0,0,1,11,2,1,3,3,18
MSA,7,0,1,1,0,4,0,0,1,0,4,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,12,11,14,9,0,0,0,0,1,0,0,0,1,2,0,0,0,0,4
MSA,5,0,1,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
MSA,5,0,0,1,0,0,0,0,2,0,4,0,0,0,0,0,1,0,0,0,3,0,0,5,0,1,0,0,9,8,6,8,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4
MSA,13,0,1,2,0,5,0,0,4,10,12,0,2,0,0,2,1,0,3,1,2,1,0,16,2,1,3,1,33,23,35,22,0,1,0,1,1,0,1,0,0,2,0,0,1,1,9
MSA,10,0,0,0,0,3,0,0,3,2,13,3,2,0,0,0,3,0,5,0,4,1,0,12,2,3,2,2,27,27,27,17,0,0,0,3,0,0,3,2,2,5,0,0,2,3,13
MSA,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,1,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
MSA,6,0,1,0,0,2,0,0,1,1,8,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,1,2,10,9,13,12,0,0,0,0,1,0,0,1,0,1,0,0,1,1,5
MSA,5,0,0,1,0,0,0,0,1,0,7,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,6,6,7,7,0,0,0,0,0,0,0,2,0,1,0,1,0,0,3
MSA,9,0,1,0,0,2,1,0,1,0,2,2,0,0,0,1,1,0,0,0,1,0,0,2,0,0,1,0,9,9,11,8,0,1,0,1,1,0,1,0,0,1,0,0,0,0,5
MSA,4,0,1,2,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,6,7,6,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2
MSA,4,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,3,3,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2
MSA,13,0,0,1,0,4,0,1,1,3,13,4,0,1,1,0,2,0,5,0,4,1,0,18,0,1,2,2,24,21,23,18,0,0,0,2,0,0,1,5,1,0,1,1,1,2,11
MSA,7,0,0,0,0,5,0,0,1,3,7,3,0,0,0,0,0,0,2,0,1,0,0,2,2,1,0,2,11,10,10,12,0,0,0,1,0,0,0,0,2,1,0,0,1,1,5
MSA,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,9,0,0,1,0,4,0,0,2,3,6,7,0,0,0,0,2,0,0,0,1,1,0,5,1,1,0,1,21,22,20,18,0,0,0,0,0,0,1,0,0,1,0,0,1,1,4
MSA,9,0,2,6,0,8,0,0,3,3,8,0,0,0,1,0,0,0,0,0,3,1,0,16,0,2,2,1,21,19,22,21,1,0,0,0,2,0,0,1,1,3,1,0,1,1,9
MSA,10,0,1,2,0,3,0,0,1,0,6,1,0,0,0,0,0,0,1,1,3,1,0,6,2,1,1,2,13,13,13,11,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4
MSA,9,0,0,1,0,2,0,0,3,3,14,3,0,0,0,0,1,0,2,0,2,0,0,15,0,0,0,0,12,13,14,10,1,0,0,0,0,0,0,1,2,3,0,0,2,2,8
MSA,6,0,2,1,0,2,0,0,0,2,0,5,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,7,5,6,5,2,0,0,1,2,0,0,0,0,0,0,0,0,0,2
MSA,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,11,0,0,3,0,3,0,2,5,0,9,4,1,0,0,0,1,0,2,0,2,1,0,14,0,0,1,1,16,18,17,11,0,0,0,1,0,0,1,1,0,4,0,0,1,2,8
MSA,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,2,1,2
MSA,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,2,1,2
MSA,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,6,0,0,0,0,2,0,2,2,0,2,0,0,2,0,0,0,0,0,0,2,0,0,1,1,0,0,0,7,7,7,7,0,0,0,1,0,0,0,0,0,1,0,2,0,0,3
MSA,8,0,0,0,0,1,0,0,3,1,3,1,0,0,0,0,1,0,1,0,3,0,0,2,0,1,1,0,10,10,9,9,0,0,0,1,0,0,1,0,0,2,0,0,1,1,4
MSA,4,0,0,0,0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,5,5,3,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
MSA,10,0,1,2,0,6,1,1,8,0,16,10,0,3,0,0,0,0,0,0,8,0,0,19,2,1,1,0,35,33,36,24,0,0,1,1,1,0,0,0,1,6,0,2,3,3,12
MSA,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,5,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3
MSA,4,0,0,0,0,1,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2
MSA,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,13,0,0,0,0,4,1,2,1,1,13,3,1,1,0,0,1,0,1,0,3,1,0,10,1,0,0,0,22,21,17,14,0,0,0,1,0,0,1,0,1,2,0,1,0,1,5
MSA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,12,0,1,0,0,4,0,0,3,1,5,1,2,1,0,0,1,0,3,0,2,2,0,3,0,1,2,0,21,23,24,16,0,0,0,0,1,0,0,0,0,1,0,0,2,3,5
MSA,9,0,1,0,0,4,0,0,4,0,5,1,0,1,0,0,0,0,1,0,2,1,0,1,0,0,1,0,17,15,17,15,0,0,0,0,1,0,0,0,2,3,0,1,1,2,8
MSA,11,0,0,0,0,1,2,1,1,2,6,3,1,1,0,0,2,0,1,0,0,0,0,6,0,0,0,1,12,11,13,12,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3
MSA,5,0,0,0,0,4,0,0,3,0,7,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,15,13,15,12,0,0,0,1,0,0,0,0,0,3,1,0,1,1,5
MSA,7,0,0,0,0,4,0,0,1,0,7,0,0,0,0,0,1,0,1,0,2,1,0,1,3,2,0,0,15,16,12,11,0,0,0,0,0,0,1,0,0,1,0,0,2,2,4
MSA,5,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,1,0,5,5,7,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3
MSA,4,0,0,1,0,4,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,7,5,6,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
MSA,7,0,0,1,0,2,0,1,0,0,3,3,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,7,8,8,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MSA,6,0,1,0,0,4,0,0,2,1,4,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,1,0,11,10,12,9,0,0,0,0,1,0,0,0,1,1,0,0,1,1,4
MSA,15,0,2,9,0,16,3,3,9,5,37,5,1,3,1,0,0,0,4,0,12,3,0,39,0,1,8,0,71,61,76,58,0,1,0,1,2,1,1,1,0,8,1,3,2,3,24
MSA,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,10,0,0,1,0,6,0,0,4,2,14,5,1,0,0,0,2,0,2,0,2,0,0,16,2,0,1,1,22,18,19,18,0,0,0,1,0,0,2,2,0,3,0,0,0,1,9
MSA,7,1,0,1,0,1,0,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7,5,6,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
MSA,8,1,0,1,0,1,0,0,0,2,9,1,0,0,0,0,0,0,2,0,2,0,0,1,0,1,0,1,4,5,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
MSA,7,0,1,0,0,2,0,0,0,0,4,5,0,0,1,0,0,0,0,0,2,2,0,3,2,1,1,1,9,8,10,10,0,0,0,0,1,0,0,0,1,0,1,0,0,0,7
MSA,6,0,0,0,0,3,0,0,4,5,8,0,0,0,0,0,0,0,2,0,1,0,0,4,0,1,0,1,14,13,15,9,0,0,0,1,0,0,0,4,0,3,0,0,0,0,7
MSA,7,0,0,3,0,2,0,0,2,0,6,9,0,0,0,0,0,0,1,0,2,0,0,3,2,2,2,0,11,11,14,11,0,0,0,0,0,0,0,0,0,2,0,0,1,1,3
MSA,9,0,1,0,0,3,2,0,4,0,3,0,0,0,1,0,3,0,2,0,1,0,0,1,0,1,0,1,15,12,16,13,0,0,0,1,1,0,1,0,0,2,1,0,2,0,7
MSA,7,0,0,2,0,3,0,0,1,0,2,2,1,0,1,0,0,0,0,0,0,0,0,5,0,1,1,0,7,5,6,5,0,0,0,0,0,0,0,0,0,1,1,0,1,1,3
MSA,6,0,0,4,0,11,0,0,5,0,14,2,0,0,0,0,0,0,0,0,1,0,0,15,0,3,1,3,23,20,24,21,0,0,0,0,0,0,0,0,3,6,0,0,2,2,7
MSA,5,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,4,0,0,0,0,0,3,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,7,0,1,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,1,1,0,0,2,0,0,8,6,9,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
MSA,6,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,5,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,12,0,1,0,0,0,1,1,1,1,5,0,0,1,0,0,1,0,0,1,1,2,1,2,1,0,0,0,13,12,13,11,0,0,0,0,1,0,0,0,1,1,0,1,1,2,6
MSA,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,7,0,0,0,0,1,0,0,3,0,7,0,0,1,0,1,0,0,0,0,3,1,0,1,1,0,2,0,15,13,14,11,0,1,0,0,0,0,0,0,1,3,0,1,2,2,8
MSA,7,0,0,1,0,2,0,0,2,0,5,6,0,0,0,0,0,0,2,0,1,0,0,2,2,1,1,1,9,9,10,7,0,0,0,0,0,0,0,0,0,2,0,0,1,1,2
MSA,10,0,1,0,0,7,0,0,7,2,5,0,2,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0,28,25,25,19,0,1,0,4,1,0,0,0,0,6,1,0,1,1,10
MSA,6,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0,1,0,0,4,6,6,4,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2
MSA,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,8,0,1,1,0,5,0,0,2,0,4,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,2,1,13,11,13,11,0,0,0,1,1,0,1,0,0,2,1,0,0,0,5
MSA,5,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,7,7,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MSA,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,3,5,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MSA,8,0,0,0,0,2,1,0,1,0,5,1,0,0,0,0,0,0,2,0,1,1,0,1,0,1,0,1,8,6,8,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2
MSA,11,0,0,2,0,5,0,1,6,1,8,2,1,0,0,0,0,0,1,0,2,3,0,7,0,0,1,0,22,22,23,15,0,0,0,0,0,0,0,0,1,6,0,0,2,3,12
MSA,10,0,0,4,0,11,0,0,3,1,17,2,0,0,0,0,1,0,2,0,6,4,0,19,0,1,3,3,33,26,31,23,0,1,0,2,0,0,2,0,2,3,0,0,1,5,13
MSA,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
MSA,8,0,1,0,0,2,1,0,1,2,3,4,0,0,0,0,0,0,0,0,2,0,0,1,2,0,1,1,9,8,8,5,0,0,0,0,1,0,0,0,0,1,0,0,1,1,3
MSA,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,4,0,0,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,6,0,0,0,0,3,0,0,1,0,2,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,9,7,9,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2
MSA,5,0,0,0,0,2,0,0,1,0,3,2,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,6,5,3,4,0,0,0,0,0,0,0,0,1,2,0,0,1,1,2
MSA,7,0,0,1,0,5,0,0,3,0,8,5,0,0,0,0,0,0,2,0,2,0,0,9,0,1,1,1,18,18,16,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3
MSA,9,0,0,0,0,4,0,1,1,2,6,1,0,1,0,0,2,0,0,0,3,0,0,4,1,0,0,0,19,17,16,12,0,0,0,2,0,0,2,0,1,1,0,0,1,0,6
MSA,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
MSA,12,0,1,1,0,8,0,2,3,1,14,3,2,0,0,0,1,0,2,0,2,0,0,20,2,0,2,0,25,20,29,16,0,0,0,0,1,0,0,1,4,2,0,0,1,0,7
MSA,6,0,1,0,0,4,0,0,2,0,7,0,0,0,0,0,1,0,0,0,3,0,0,1,1,2,0,0,15,14,15,12,0,0,0,0,1,0,0,2,0,1,0,0,0,0,4
