@relation textClassifier

@ATTRIBUTE class {EGY, GLF, LAV, MSA, NOR}
@ATTRIBUTE uniqueTags  NUMERIC
@ATTRIBUTE /CD NUMERIC
@ATTRIBUTE /DT NUMERIC
@ATTRIBUTE /DTJJ NUMERIC
@ATTRIBUTE /DTJJR NUMERIC
@ATTRIBUTE /DTNN NUMERIC
@ATTRIBUTE /DTNNP NUMERIC
@ATTRIBUTE /DTNNS NUMERIC
@ATTRIBUTE /IN NUMERIC
@ATTRIBUTE /JJ NUMERIC
@ATTRIBUTE /NN NUMERIC
@ATTRIBUTE /NNP NUMERIC
@ATTRIBUTE /NNS NUMERIC
@ATTRIBUTE /NOUN NUMERIC
@ATTRIBUTE /PRP NUMERIC
@ATTRIBUTE /RB NUMERIC
@ATTRIBUTE /RP NUMERIC
@ATTRIBUTE /UH NUMERIC
@ATTRIBUTE /VBD NUMERIC
@ATTRIBUTE /VBN NUMERIC
@ATTRIBUTE /VBP NUMERIC
@ATTRIBUTE /WP NUMERIC
@ATTRIBUTE /WRB NUMERIC
@ATTRIBUTE readability NUMERIC
@ATTRIBUTE pureMSA NUMERIC
@ATTRIBUTE pureEGY NUMERIC
@ATTRIBUTE pureGLF NUMERIC
@ATTRIBUTE pureLAV NUMERIC
@ATTRIBUTE pureNOR NUMERIC
@ATTRIBUTE MSAEGY NUMERIC
@ATTRIBUTE MSAGLF NUMERIC
@ATTRIBUTE MSALAV NUMERIC
@ATTRIBUTE MSANOR NUMERIC
@ATTRIBUTE Adverbials NUMERIC
@ATTRIBUTE Adverbs NUMERIC
@ATTRIBUTE ConjSub NUMERIC
@ATTRIBUTE Conjunctions NUMERIC
@ATTRIBUTE Demonstratives NUMERIC
@ATTRIBUTE Modals NUMERIC
@ATTRIBUTE Negation NUMERIC
@ATTRIBUTE Particles NUMERIC
@ATTRIBUTE Prepositionals NUMERIC
@ATTRIBUTE Prepositions NUMERIC
@ATTRIBUTE Pronoun NUMERIC
@ATTRIBUTE Quantitives NUMERIC
@ATTRIBUTE QuestionWords NUMERIC
@ATTRIBUTE Relatives NUMERIC
@ATTRIBUTE StopWords NUMERIC
@ATTRIBUTE typeTokenRatio NUMERIC

@data
LAV,8,0,0,0,0,1,1,0,1,0,8,2,0,1,0,0,0,0,2,0,2,0,0,123.69502612684212,0,0,2,0,0,6,6,6,5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0.31666666666666665
LAV,4,0,0,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,112.93189389666667,0,0,1,3,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
LAV,7,0,0,0,0,1,0,0,0,1,5,3,0,0,0,0,0,0,0,1,2,1,0,109.547320521875,0,2,0,2,0,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2777777777777778
LAV,12,1,0,0,0,3,1,0,3,1,11,5,1,1,0,0,1,0,1,0,1,0,0,113.29424416903228,1,0,0,10,0,14,12,15,11,0,0,0,0,0,0,0,0,2,2,0,1,1,2,6,0.3125
LAV,6,0,0,0,0,1,0,0,0,1,6,0,1,1,0,0,0,0,2,0,0,0,0,115.76394319785715,0,1,0,1,0,5,5,5,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.9333333333333333
LAV,6,0,0,0,0,1,0,0,1,1,3,4,0,0,0,0,0,0,1,0,0,0,0,128.07325883272728,0,0,1,1,0,6,6,6,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1.0
LAV,5,0,0,0,0,1,0,0,1,0,6,3,0,0,0,0,0,0,0,0,1,0,0,110.5822073342857,3,1,2,1,0,5,5,5,4,0,0,0,0,0,0,0,0,1,1,0,0,2,1,2,1.0
LAV,8,0,0,0,0,3,1,0,4,2,3,1,0,0,0,0,0,0,1,0,0,2,0,116.42487190666668,0,2,0,1,0,12,11,13,10,0,0,0,0,0,0,1,0,0,4,0,0,0,1,5,0.4444444444444444
LAV,10,0,0,1,0,4,2,0,4,3,13,0,4,1,0,0,1,0,0,0,3,0,0,75.48447981378379,3,1,1,8,0,19,19,26,18,0,0,0,0,0,0,0,0,2,6,0,1,0,0,10,0.2894736842105263
LAV,6,0,0,0,0,1,0,0,2,0,5,2,0,1,0,0,0,0,1,0,0,0,0,131.30915078857143,1,1,0,1,0,6,5,6,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0.8
LAV,13,1,0,1,0,5,2,0,7,2,17,4,1,1,0,0,0,0,0,0,8,2,1,95.07677336839286,2,1,3,16,4,29,30,33,24,0,0,0,0,0,0,0,1,0,7,0,0,4,2,13,0.4482758620689655
LAV,12,0,1,0,0,6,1,0,4,4,19,21,1,0,0,0,2,0,6,0,5,2,0,73.645024875,0,3,2,20,5,35,33,42,26,0,0,0,2,1,0,2,1,0,2,0,0,1,3,12,0.29914529914529914
LAV,8,1,0,0,0,0,0,0,1,2,3,2,5,1,0,0,0,0,0,0,0,1,0,95.34488765529414,0,1,0,1,1,6,5,6,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0
LAV,9,0,0,1,0,4,0,0,2,1,4,1,0,0,1,0,0,0,1,0,1,0,0,115.35034991666666,0,1,1,0,0,8,8,8,6,0,0,0,0,0,0,0,1,0,1,1,0,0,0,6,0.9444444444444444
LAV,9,0,0,0,0,3,0,0,4,3,15,8,1,0,0,0,0,0,5,0,8,3,0,75.05926061411766,0,1,3,14,0,19,20,23,11,0,0,0,0,0,0,1,1,0,2,0,0,1,3,8,0.9215686274509803
LAV,16,1,1,3,0,19,0,5,17,8,36,4,1,1,1,0,3,0,2,0,12,0,4,199.776,13,1,2,15,1,81,66,89,61,0,0,4,0,1,0,1,1,6,13,0,0,8,7,26,0.7815126050420168
LAV,4,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,0,0,0,0,89.91478586999999,0,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
LAV,4,0,0,0,0,0,0,0,1,0,8,4,0,0,0,0,0,0,0,0,1,0,0,103.67322618285714,0,0,0,0,2,8,7,7,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0.8571428571428571
LAV,2,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,81.86918835750001,0,0,1,1,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
LAV,13,0,0,1,0,7,2,1,5,4,21,6,0,1,1,1,0,0,3,0,1,0,0,87.58648121555555,1,1,2,12,0,39,35,40,27,0,0,0,0,0,0,0,1,3,5,0,0,2,2,10,0.30994152046783624
LAV,11,0,0,2,0,6,1,1,3,0,9,13,0,0,0,0,3,0,1,0,4,1,0,63.4714661726,0,0,4,6,0,27,31,37,20,0,0,0,7,0,0,2,0,1,3,0,0,1,3,7,0.84
LAV,7,0,0,0,0,2,0,0,1,1,6,0,1,0,0,0,1,0,1,0,0,0,0,98.31070512000001,3,0,0,3,0,8,9,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0
LAV,6,0,0,0,0,1,0,1,0,0,5,5,0,0,0,0,0,0,1,0,0,1,0,120.94567906142858,0,0,1,0,0,7,8,10,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,1.0
LAV,4,1,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,1,0,0,103.89103605000001,0,0,1,4,0,4,6,7,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.0
LAV,7,0,0,0,0,0,0,0,1,0,4,3,0,0,0,0,1,0,3,0,1,2,0,107.47267902937499,0,0,3,0,0,8,10,11,7,0,0,0,0,0,0,0,0,1,0,0,0,0,3,5,0.4117647058823529
LAV,8,0,0,0,0,6,0,0,5,1,8,13,0,4,0,0,0,0,2,0,3,0,0,71.10508356767444,0,0,4,4,1,29,30,33,22,0,0,0,1,0,0,1,0,1,3,0,3,3,2,9,0.8604651162790697
LAV,5,0,0,2,0,4,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,1,0,80.42161187333335,0,1,2,0,0,4,5,8,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.8333333333333334
LAV,5,0,0,0,0,1,0,0,3,0,7,2,0,0,1,0,0,0,0,0,0,0,0,98.49149031928572,0,0,0,2,0,8,8,9,7,0,0,0,0,0,0,0,0,0,2,1,0,1,1,5,1.0
LAV,9,0,0,0,0,1,0,1,2,1,10,3,0,1,0,0,0,0,1,0,3,0,0,76.75574915760001,0,1,1,6,1,14,14,15,13,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0.92
LAV,9,1,0,0,0,1,2,0,1,0,6,3,2,0,0,0,0,0,4,0,0,1,0,100.42091744863637,0,0,0,4,0,9,12,13,7,0,0,0,0,0,0,1,1,1,0,0,0,0,1,2,0.9090909090909091
LAV,15,0,1,0,0,13,5,5,5,6,39,11,3,1,3,1,2,0,12,0,4,0,0,199.776,3,2,5,19,0,68,70,88,52,0,0,0,1,1,0,2,0,1,5,2,0,3,1,23,0.8070175438596491
LAV,11,2,0,1,0,4,1,0,3,0,10,2,0,1,1,0,0,0,1,0,0,0,1,80.24269855111112,1,1,1,4,0,16,16,19,14,0,0,0,0,0,0,0,0,2,1,1,1,2,1,9,0.9629629629629629
LAV,6,0,0,0,0,0,0,0,0,2,3,7,2,0,0,0,2,0,1,0,0,0,0,122.4223190726316,0,1,1,3,0,10,11,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42857142857142855
LAV,4,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,2,0,0,0,1,0,0,92.92258462625,1,0,1,0,0,4,6,7,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.0
LAV,3,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,81.86918835750001,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
LAV,5,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,102.00550288500001,0,0,1,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0
LAV,5,0,0,0,0,1,0,0,0,0,4,3,0,0,0,0,0,0,2,0,0,1,0,119.28001009454547,0,0,0,3,0,7,5,9,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1.0
LAV,12,0,0,0,0,8,0,1,3,6,21,2,2,1,0,0,0,0,2,0,4,4,1,37.52292927300003,1,1,2,18,1,27,29,33,22,0,0,0,0,0,0,0,0,1,3,0,1,1,3,12,0.9
LAV,6,0,0,0,0,1,1,0,3,0,4,1,0,0,0,0,0,0,0,0,1,0,0,98.31070512000001,0,0,0,0,0,10,10,11,8,0,0,0,0,0,0,1,1,0,2,0,0,2,2,4,0.9230769230769231
LAV,6,0,0,2,0,1,1,0,2,0,2,5,0,0,0,0,0,0,0,0,0,0,0,105.40047147071428,2,3,1,0,0,8,6,7,5,0,0,0,0,0,0,0,0,0,2,0,0,1,1,2,1.0
LAV,8,0,0,1,0,1,0,4,1,0,1,0,0,0,0,0,0,0,2,0,2,1,0,84.003977074,1,1,0,1,2,7,5,8,5,0,0,0,1,0,0,0,0,0,1,0,0,1,2,3,1.0
LAV,13,2,1,1,0,4,2,0,4,2,5,5,0,0,0,0,0,0,1,1,2,1,0,68.54026388,2,0,1,3,2,22,20,27,17,0,0,0,0,1,0,0,0,0,4,0,0,0,1,6,0.9411764705882353
LAV,7,0,0,0,0,0,1,0,2,0,9,4,0,0,0,0,3,0,4,0,0,1,0,117.99253442749999,0,0,1,1,1,17,17,19,13,0,0,0,0,0,0,0,1,0,1,0,0,0,1,4,0.8333333333333334
LAV,10,0,1,0,0,2,0,0,1,1,8,1,0,0,0,0,0,0,1,1,2,1,0,101.169694089,2,1,2,1,0,11,11,12,10,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0.5
LAV,13,2,0,4,0,8,1,1,5,7,22,13,1,0,0,0,0,0,6,0,4,4,0,82.66115457111113,0,2,2,21,4,30,36,44,21,0,0,0,2,0,0,0,1,2,4,0,0,4,7,14,0.41975308641975306
LAV,14,9,0,3,0,16,0,2,8,7,40,18,4,0,0,0,3,0,6,0,7,3,1,-32.324952680652174,7,2,6,35,5,55,48,64,54,0,0,0,1,0,0,1,0,1,7,1,0,9,5,16,0.8085106382978723
LAV,13,1,1,1,0,11,0,1,0,5,20,10,2,1,0,0,1,0,4,0,2,0,0,83.24542946034724,7,3,1,19,0,20,24,32,19,0,0,0,3,0,0,2,1,2,0,1,1,1,0,7,0.0958904109589041
LAV,6,0,0,0,0,3,0,0,3,2,8,9,0,0,0,0,0,0,0,0,3,0,0,92.05409411464288,1,0,0,7,0,15,11,16,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0.8214285714285714
LAV,8,0,0,1,0,3,0,1,2,1,7,0,0,0,0,0,0,0,1,0,3,0,0,68.23507217526317,2,2,2,3,2,11,10,13,6,0,0,0,0,0,0,0,1,1,1,0,0,1,0,2,1.0
LAV,3,0,0,0,0,1,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,140.60630593666667,0,1,0,0,0,3,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0
LAV,7,0,0,0,0,5,0,0,1,1,8,11,0,0,0,0,0,0,1,0,1,0,0,110.69346272600002,0,2,2,19,0,9,7,11,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0.9666666666666667
LAV,9,0,0,1,0,5,0,0,0,0,5,3,1,0,1,0,0,0,3,0,3,2,0,81.705190268,2,0,3,6,2,11,15,17,9,0,0,0,0,0,0,0,0,0,0,1,0,1,1,5,0.48148148148148145
LAV,3,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,118.1413394025,0,0,0,1,0,3,4,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2962962962962963
LAV,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,65.13625623800002,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
LAV,5,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,89.317690268,0,0,2,0,0,2,3,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.0
LAV,8,0,0,0,0,2,0,0,0,1,7,4,2,0,0,0,0,0,1,0,1,1,0,63.17481728428571,1,1,1,5,1,6,5,8,3,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1.0
LAV,10,0,0,1,0,1,1,3,2,1,12,5,0,0,0,0,0,0,2,0,0,1,0,88.98123531967741,0,0,4,9,0,14,18,22,10,0,0,0,0,0,0,0,0,1,2,0,0,0,1,4,0.875
LAV,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,126.21669791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
LAV,9,2,0,0,0,5,0,0,3,0,12,5,0,0,0,0,1,0,5,0,2,2,0,127.95308187395351,1,2,0,6,1,22,16,23,18,0,1,0,0,0,0,1,0,0,1,0,0,2,3,4,0.10714285714285714
LAV,10,3,0,1,0,4,1,0,5,2,7,5,0,1,0,0,0,0,0,0,2,0,0,98.34179042806453,0,2,0,11,0,15,16,17,11,0,0,0,0,0,0,0,0,0,4,0,1,2,2,6,0.9032258064516129
LAV,10,0,1,0,0,1,0,0,3,0,6,1,1,1,1,0,0,0,0,1,0,1,0,99.6121995429412,0,0,0,2,0,10,11,12,8,0,0,0,0,1,0,0,0,0,2,1,1,1,2,8,1.0
LAV,9,0,0,0,0,2,0,0,1,0,3,5,0,1,1,0,0,0,4,0,1,1,0,103.11041110399998,0,2,1,1,1,11,11,12,10,0,0,0,1,0,0,0,1,0,0,1,1,0,1,6,1.0
LAV,11,0,0,1,0,7,1,0,6,3,15,8,2,0,1,0,0,0,1,0,7,0,0,111.6220327673684,3,1,0,18,0,26,28,35,23,0,0,0,5,0,0,0,0,2,3,0,0,3,4,8,0.4152542372881356
LAV,10,0,0,0,0,7,2,2,3,4,21,3,0,0,0,0,2,0,3,0,3,0,0,95.91388026244049,1,0,4,12,0,28,26,35,16,0,0,0,2,0,0,1,0,0,3,0,0,1,1,9,0.30357142857142855
LAV,11,0,0,2,0,2,1,0,1,1,11,4,0,0,1,0,0,0,1,0,4,2,0,76.66745035941179,2,0,2,7,1,14,16,19,14,0,0,0,2,0,0,0,0,3,1,1,0,0,1,5,0.8857142857142857
LAV,7,0,0,1,0,2,1,0,1,3,5,0,0,0,0,0,0,0,0,0,1,0,0,86.05297093421052,1,1,2,2,1,7,8,11,6,0,0,0,3,0,0,0,1,1,2,0,0,0,0,3,0.8947368421052632
LAV,10,1,0,3,0,3,0,2,3,0,2,3,0,0,0,0,0,0,4,0,2,1,0,59.55406885499998,0,1,1,6,2,9,8,14,8,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,0.9166666666666666
LAV,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,181.20713958200002,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8333333333333334
LAV,9,0,0,0,0,2,0,0,4,1,5,3,1,0,0,0,0,0,1,0,1,1,0,103.8708696931579,0,2,0,8,1,6,7,7,7,0,0,0,0,0,0,0,0,0,3,0,0,1,2,4,0.8947368421052632
LAV,5,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,1,0,1,0,0,141.86864136428574,2,0,1,2,0,3,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2413793103448276
LAV,7,0,2,1,0,1,0,0,0,0,9,1,0,0,0,0,1,0,1,0,0,0,0,100.57280689833333,0,3,1,2,0,13,13,12,8,0,0,0,0,2,0,0,0,0,0,0,0,1,0,4,0.8095238095238095
LAV,5,0,0,1,0,0,0,0,0,0,3,1,1,0,0,0,0,0,1,0,0,0,0,120.02707777066666,0,0,0,3,0,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333
LAV,4,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,1,0,2,0,0,84.1070151418182,1,0,1,2,0,7,6,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9090909090909091
LAV,10,0,1,0,0,2,0,0,2,2,4,3,1,0,0,0,1,0,1,0,1,0,0,92.51232888833333,0,0,0,4,0,11,11,12,10,0,0,0,0,1,0,0,0,2,2,0,0,2,2,4,0.9444444444444444
LAV,4,0,0,0,0,0,1,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,128.05067906142858,1,0,0,0,0,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
LAV,6,0,0,0,0,0,0,1,0,2,5,2,0,0,0,0,0,0,1,0,1,0,0,81.56971233000002,1,2,0,0,1,7,7,7,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0
LAV,11,1,2,4,0,11,0,0,4,3,19,6,0,0,0,0,1,0,1,0,4,0,0,46.907267295737725,6,1,1,8,1,30,26,42,30,0,0,0,0,2,0,2,1,1,5,0,0,3,3,9,0.8032786885245902
LAV,9,0,0,1,0,2,1,0,1,0,6,1,0,0,1,0,1,0,0,0,1,0,0,115.02937716375,0,0,1,1,0,10,11,11,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1.0
LAV,4,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,83.14230157714286,0,0,1,2,0,2,2,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1.0
LAV,4,0,0,1,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,128.007984716,0,2,0,1,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
LAV,6,0,0,0,0,0,1,1,3,0,6,9,0,0,1,0,0,0,0,0,0,0,0,108.08319476857143,0,1,1,11,0,7,8,8,6,0,0,0,0,0,0,0,1,0,3,1,0,3,2,7,0.9047619047619048
LAV,4,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,90.05128272857145,1,0,1,0,0,3,3,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.8571428571428571
LAV,7,0,0,3,0,5,0,2,3,1,9,4,0,0,0,0,0,0,0,0,0,0,0,77.37250916785716,3,0,1,7,0,14,17,19,9,0,0,0,1,0,0,0,0,2,3,0,0,1,1,5,1.0
LAV,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,149.38313194,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
LAV,6,0,0,0,0,2,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,121.14169791,1,1,0,0,0,2,2,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.0
LAV,14,0,0,0,0,4,2,1,4,3,20,8,1,0,3,0,2,0,2,1,1,3,0,94.86496245614943,2,0,2,11,3,33,34,45,24,0,0,0,1,0,0,2,0,0,3,2,0,0,3,14,0.29508196721311475
LAV,13,0,0,1,0,2,1,1,1,1,15,6,1,1,0,0,2,0,1,0,3,0,0,80.14399609707317,0,1,1,9,1,19,19,24,12,0,0,0,0,0,0,0,0,2,2,0,1,1,1,6,0.29457364341085274
LAV,3,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,0,0,130.21717592,0,1,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
LAV,8,0,0,0,0,3,0,0,2,2,10,10,0,0,0,0,0,0,1,0,2,1,0,107.02970733428573,0,0,0,10,1,10,9,11,9,0,0,0,0,0,0,0,1,1,3,0,0,2,1,6,0.44594594594594594
LAV,7,0,0,0,0,2,0,0,3,0,2,7,0,0,0,0,0,0,1,0,2,0,2,126.03649818260868,0,1,1,4,1,8,10,9,8,0,0,0,1,0,0,0,1,0,2,0,0,1,0,5,0.4230769230769231
LAV,4,0,0,0,0,2,0,0,0,0,6,2,0,0,0,0,0,0,0,0,1,0,0,95.09857606454547,0,0,0,0,0,5,4,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
LAV,4,0,0,0,0,1,0,0,0,0,3,6,0,0,0,0,0,0,0,0,2,0,0,77.84949171000001,0,1,1,0,0,4,3,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.4642857142857143
LAV,6,0,0,2,0,0,0,0,1,0,3,7,0,1,0,0,0,0,0,0,2,0,0,95.34488765529413,0,1,1,0,0,9,10,10,5,0,0,0,1,0,0,0,1,0,0,0,0,2,0,1,0.8823529411764706
LAV,5,0,0,1,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,122.15669790999999,0,0,1,2,0,3,4,3,3,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1.0
LAV,7,0,0,0,0,1,0,0,0,0,5,2,1,0,0,0,0,0,1,0,3,1,0,67.40107513785713,0,0,1,7,0,6,6,8,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.9285714285714286
LAV,5,0,0,0,0,0,0,1,0,1,3,0,0,0,1,0,0,0,0,0,1,0,0,107.32373560714288,0,0,0,2,0,4,4,4,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1.0
LAV,12,0,0,2,0,5,0,1,4,1,12,3,1,3,0,0,1,0,2,0,1,0,0,82.97451339916668,5,0,2,4,1,23,22,27,17,0,0,0,1,0,0,1,0,0,3,0,2,1,1,7,1.0
LAV,9,3,0,0,0,3,1,0,2,4,12,4,0,0,0,0,0,0,1,0,0,1,0,87.42162437000002,0,0,0,4,1,18,19,23,18,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0.9354838709677419
LAV,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,181.62504398000002,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
LAV,3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,108.662837492,0,0,0,2,0,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
LAV,5,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,1,0,1,1,0,116.42487190666668,0,0,0,1,0,4,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0
LAV,12,0,1,2,0,7,0,1,5,3,16,2,0,0,1,0,0,0,1,0,3,2,0,51.369271957959214,6,0,1,8,0,29,29,37,23,0,0,0,3,1,0,0,0,0,5,1,0,3,3,10,0.8571428571428571
LAV,13,0,2,0,0,2,1,1,3,1,5,3,0,0,1,0,1,0,1,0,2,1,0,107.707984716,0,0,0,5,0,17,16,19,15,0,0,0,0,2,0,0,0,1,2,0,0,0,1,8,0.92
LAV,8,0,0,0,0,3,0,0,3,2,10,8,0,0,1,0,3,0,0,0,1,0,0,87.19323870583335,1,0,2,9,0,13,14,19,10,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0.27272727272727276
LAV,13,0,0,2,0,23,0,0,10,5,38,10,1,3,1,1,3,0,0,1,8,0,0,199.776,7,1,8,19,0,76,65,82,49,0,0,0,4,0,0,3,2,2,10,1,3,3,3,25,0.40825688073394495
LAV,5,0,0,0,0,1,0,0,1,1,4,3,0,0,0,0,0,0,0,0,0,0,0,86.660833671,0,0,1,0,0,6,6,6,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.9090909090909091
LAV,16,1,1,1,0,1,1,0,6,3,18,9,2,1,1,0,1,0,2,0,2,1,0,72.676532445,2,0,2,8,0,38,35,42,25,0,0,0,0,0,0,0,1,0,5,0,0,1,2,9,0.9230769230769231
LAV,13,0,1,0,0,3,1,1,3,3,28,8,0,0,1,0,5,0,5,0,7,2,0,62.93998197621622,2,1,3,11,0,41,45,51,34,0,0,0,9,1,0,4,0,5,4,0,0,2,2,16,0.8243243243243243
LAV,8,0,0,0,0,1,1,0,0,1,2,4,0,0,2,0,0,0,1,0,1,0,0,94.59048450000002,1,2,1,2,0,6,6,8,4,0,0,0,0,0,0,0,0,0,0,2,0,1,0,4,0.9230769230769231
LAV,7,0,0,0,0,1,0,0,0,0,5,6,0,1,0,0,1,0,0,0,2,1,0,97.50733442210526,0,0,0,2,0,11,11,12,7,0,0,0,1,0,0,1,0,1,0,0,1,0,0,3,0.95
LAV,7,0,0,2,0,3,0,0,2,0,9,3,0,0,0,0,1,0,0,0,2,0,0,100.95330164125,0,1,0,4,1,14,13,15,9,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0.5
LAV,4,0,0,0,0,0,0,0,1,0,1,7,0,0,0,0,0,0,0,0,1,0,0,98.48276388,0,0,0,0,2,4,3,5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.3055555555555555
LAV,13,0,1,2,0,7,1,0,4,0,8,9,2,3,0,0,0,0,1,1,1,1,0,62.450263879999994,1,0,1,8,1,25,24,32,15,0,0,0,0,1,0,0,0,1,3,0,1,0,1,8,0.8780487804878049
LAV,4,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,50.627395820000004,1,0,1,0,0,3,3,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.0
